trade_id,trade_date,trader_id,asset,symbol,trade_type,quantity,price,total_value,fees,profit_loss,leverage,risk_score
TRADE-00000046,2023-04-07,TRADER-0196,Commodity,GOOGL,,242.8454944711342,48520.35410961046,620909.6821800335,578.9659863913705,19865.733470017418,5,5.4807641026022855
TRADE-00000047,2021-11-28,TRADER-0174,Bond,GOOGL,Buy,914.86973869679,25730.87162144758,602476.390880213,386.59217007021516,45211.47530857178,20,4.8071056689467735
TRADE-00000048,2021-04-05,TRADER-0168,,GOLD,Sell,305.16096251028756,43647.036342463565,98270.06596516402,423.39116146702327,-9894.760971772414,1,4.268640862268607
TRADE-00000049,2020-10-07,TRADER-0072,Bond,AAPL,Buy,994.7622240665562,17435.119043610346,518907.65123308834,828.7217656508656,48012.17027293174,10,5.15019880634506
TRADE-00000050,2021-07-16,TRADER-0066,Commodity,GOLD,Sell,846.255323360918,17897.52716083117,520464.2974190316,132.50935417387456,33567.67544378768,20,3.985978717306665
TRADE-00000051,2022-04-27,TRADER-0070,Crypto,BTC,Buy,366.77512271668064,35308.050433321085,494952.68597170035,48.53047565281932,16300.328841570303,1,6.284201904763294
TRADE-00000052,2024-02-08,TRADER-0111,Crypto,AAPL,Sell,867.5413036205894,19766.661788543992,471791.69484536146,78.36045049321649,39602.7331290196,20,5.677157074041979
TRADE-00000053,2023-05-06,TRADER-0185,Crypto,GOLD,Sell,644.6577966343862,23316.916710407477,742601.9450154306,486.7031947944898,16185.87274188111,10,5.59231360725059
TRADE-00000054,2023-09-17,TRADER-0080,Commodity,OIL,Sell,675.3118368655457,6062.201713740766,301980.2974428101,96.56022466171,48162.57941979413,10,1.0210622063243153
TRADE-00000055,2021-03-12,TRADER-0130,Stock,AAPL,Buy,988.2754137722517,48215.23355444407,273491.11123645096,18.9421553324729,-4123.92483336655,2,3.065153931463231
TRADE-00000056,2021-03-14,TRADER-0104,Crypto,BTC,Buy,255.15081770210085,3199.997164691577,435019.2890241145,437.5919879999954,48084.586474130294,20,2.6003973176973947
TRADE-00000057,2020-06-30,TRADER-0018,Bond,AAPL,Buy,671.2055440020342,40919.33845905129,47890.167330941345,945.4645305559595,-2652.137679360915,2,1.5558139237833624
TRADE-00000058,2023-06-20,TRADER-0020,Forex,GOLD,Buy,494.97430966644976,3148.9531810862545,208005.93413316354,677.1582100130602,-9659.675410626745,1,9.911701704158059
TRADE-00000059,2022-12-09,TRADER-0077,Forex,ETH,Sell,873.295453086212,6861.705241507284,895355.5346642537,206.61286794907429,12920.14935972104,1,9.96021007657575
TRADE-00000060,2022-03-04,TRADER-0117,Forex,AAPL,Sell,393.04180236164814,13355.331800252026,909196.1240945911,822.8145396804292,49371.057688914036,5,2.9446739079088076
TRADE-00000061,2021-08-18,TRADER-0167,Crypto,OIL,Sell ,449.38216966215236,16226.097966329355,738134.7426888597,881.5204667782205,47576.5387307585,2,4.348500802835839
TRADE-00000062,2023-07-19,TRADER-0035,Forex,AAPL,Buy,509.96410226340305,11351.644228851203,221251.20578370153,116.11337310553826,8039.198401312136,5,3.476101219245478
TRADE-00000063,2021-01-13,TRADER-0189,Commodity,GOLD,Buy,735.3197840720819,20279.535760470866,447733.7472351468,13.905308219848811,41818.437168734745,2,2.887079969165922
TRADE-00000064,2020-04-01,TRADER-0198,Bond,GOOGL,Sell,458.8904194072994,40905.23931735171,478010.799198362,570.052644046577,14657.557930032362,20,7.135871451740562
TRADE-00000065,2023-07-06,TRADER-0046,Commodity,OIL,Sell,253.7665096941918,27581.390378800512,716998.0030808126,911.3315256705209,17861.538963889827,20,1.2219336794479094
TRADE-00000066,2020-01-13,TRADER-0169,Bond,BTC,Sell,569.6951339121119,28159.340165801917,762938.6020319255,649.5340807812844,47950.09376462765,5,6.868188639331069
TRADE-00000067,2023-09-17,TRADER-0156,Crypto,OIL,Buy,866.8858270688772,25146.740640441913,60427.91192518339,1294.3744210597868,-3462.824214928355,20,2.7495178528598228
TRADE-00000068,2023-02-25,TRADER-0165,Bond,ETH,Sell,484.19073010905703,13465.327546811408,886242.0645472864,621.6402680508739,-1818.699840989455,20,9.671734096881123
TRADE-00000069,2021-08-18,TRADER-0190,Forex,GOLD,Buy,168.84596872070847,29386.038887899504,466940.67252742563,60.70612997300218,42607.61086474852,1,6.457589943513119
TRADE-00000070,2023-08-27,TRADER-0028,Commodity,GOOGL,Buy,527.5014555041212,28212.880063422086,593101.7933613299,1756.873338523928,20767.694361928985,1,5.364632053225624
TRADE-00000071,2023-07-16,TRADER-0179,Crypto,AAPL,Sell,874.1467250839763,14913.248210310136,277924.64446285734,212.14248660015178,47766.95788048655,10,2.2673606687336707
TRADE-00000072,2022-03-25,TRADER-0004,Crypto,GOLD,Buy,855.1156319571576,31031.002152368485,970703.404444993,298.00396335591563,9180.016097047974,2,2.9694833725252536
TRADE-00000073,2020-02-26,TRADER-0095,Crypto,BTC,Sell,203.39260738647758,40683.74064269543,508576.4410032205,440.6562354478665,26737.67544356626,5,1.4203344380500673
TRADE-00000074,2020-04-04,TRADER-0012,Stock,GOOGL,Sell,527.3739793230577,34277.63776983803,802825.968165911,392.0555472864307,33033.258773688205,10,9.060110868521802
TRADE-00000075,2021-08-10,TRADER-0039,Forex,OIL,Sell,22.761097723577596,36006.82717954243,921862.0169402751,215.50675027110054,10861.127608078026,10,6.380243148512142
TRADE-00000076,2021-05-04,TRADER-0139,Stock,GOLD,Buy,841.6635718583202,487.88604370233884,648245.4013776757,495.6301866392351,-8572.684843108573,10,6.9109708788636866
TRADE-00000077,2022-04-11,TRADER-0142,Commodity,GOLD,Buy,933.7195424497343,22290.942337654193,638896.5937573393,432.4782462454466,22510.68267965984,5,9.745940322430254
TRADE-00000078,2022-01-21,TRADER-0191,Commodity,BTC,Sell,823.4989759546405,3887.910547753705,348598.0597928442,598.9366132686137,14403.685575679516,5,4.292933017180159
TRADE-00000079,2022-07-11,TRADER-0124,Stock,BTC,Buy,771.9400535380903,13168.995541250979,394256.05937870336,563.2965825466817,14816.15024813182,5,9.0189739335146
TRADE-00000080,2020-02-05,TRADER-0174,Crypto,AAPL,Sell,707.5208406658079,33470.935526789544,337026.1112668067,581.2352638839614,5920.625942215725,2,5.475445987704897
TRADE-00000081,2023-06-02,TRADER-0148,Crypto,GOLD,Buy,947.1711085563174,9494.761453324187,834890.4151734763,805.513671549537,28635.929727767973,2,6.895850639307309
TRADE-00000082,2020-03-04,TRADER-0091,Bond,GOLD,Buy,672.6597270834894,48443.72034619705,203094.56259537642,445.9300275705116,12550.514002569256,5,1.406051325007496
TRADE-00000083,2020-12-01,TRADER-0198,Crypto,AAPL,Buy,169.03094898096856,25526.65006511431,209987.82686164294,942.242249435561,-6658.674917698318,10,3.0383161326052366
TRADE-00000084,2023-09-11,TRADER-0017,Commodity,GOLD,Sell,684.5432686658405,12473.155535749223,333783.15293860115,554.0532593014949,10324.51400766028,20,1.6222532571974335
TRADE-00000085,2023-12-25,TRADER-0040,Forex,GOLD,Sell,385.9686721937559,25049.935788143328,63622.63801314362,47.43091243162301,36769.989497082286,10,7.788323568801008
TRADE-00000086,2021-09-08,TRADER-0007,Stock,ETH,Buy,,30851.190730994054,609592.6810863895,397.209779473588,16173.532739949344,20,4.627364097120251
TRADE-00000087,2023-03-05,TRADER-0119,Crypto,AAPL,Sell,762.4388795004853,9790.45851433345,430675.07763523737,509.1248785492134,35348.02587826397,2,1.585075268483814
TRADE-00000088,2022-06-12,TRADER-0006,,GOLD,Buy,289.2808379406237,16290.008933903113,562355.629086563,588.9558257059762,20205.566299193175,1,5.72942904602255
TRADE-00000089,2024-01-04,TRADER-0093,,ETH,Buy,441.5486691832659,24408.7028012834,181512.49717737042,682.7866498657459,32676.58595857869,1,7.386174258719702
TRADE-00000090,2023-12-12,TRADER-0198,Stock,BTC,Sell,871.8688974279606,3698.6407372453928,856964.0242998754,659.1646187098019,1331.5856053333428,5,6.662873686079642
TRADE-00000091,2024-01-17,TRADER-0082,Forex,,Buy,79.82677690864423,17730.548642631922,384768.9600430055,246.01181676452023,25214.08449190885,20,7.444192492064424
TRADE-00000092,2020-03-11,TRADER-0050,Bond,GOLD,Buy,76.61930972770212,18889.81199790682,981008.2991276262,337.17489404730713,19754.416463684352,10,5.198227138109203
TRADE-00000093,2021-01-10,TRADER-0123,Crypto,AAPL,Buy,186.86694053857647,17523.31284000326,254525.5420421385,943.1868206878236,-2347.120925564179,10,9.292998972687837
TRADE-00000094,2023-05-12,TRADER-0138,Crypto,GOOGL,Buy,464.1561589560019,1088.146505304474,176356.82515375142,327.88436639934605,4578.792990752729,20,9.175468020110118
TRADE-00000095,2022-01-20,TRADER-0091,Commodity,ETH,,208.66791295435175,514.2558345869083,511571.30738741014,320.2613594487751,10733.183784364886,20,6.10687459421249
TRADE-00000096,2022-07-01,TRADER-0035,,GOOGL,Buy,734.8690457084683,4869.8809882175065,414390.6748179828,505.8156689463724,7483.990057734256,5,8.457054499765352
TRADE-00000097,2022-08-09,TRADER-0161,Bond,OIL,Buy,719.3000152522095,25336.38873768681,251731.79342732593,887.8222721490555,-1582.1781632262064,2,6.9152705533503
TRADE-00000098,2023-07-06,TRADER-0089,Bond,BTC,Sell,87.25895785107595,13439.475952090395,366598.53893846006,80.40126238952972,-6909.485480331197,2,7.092312302445552
TRADE-00000099,2021-12-29,TRADER-0142,Crypto,BTC,Buy,872.7794415131982,48419.806208162416,656219.2476205558,982.6395591005628,49566.608265747855,1,5.709511922284144
TRADE-00000100,2020-02-21,TRADER-0114,Crypto,ETH,Sell,846.8766674485037,11882.267234801953,621174.0439361775,534.9969430303066,8130.940188988705,1,9.011092883012319
TRADE-00000101,2023-03-04,TRADER-0081,Commodity,OIL,Buy,332.43997602582715,5702.105880200174,419184.08032848244,688.411768769201,41398.26565401513,5,3.852242766804557
TRADE-00000102,2021-03-24,TRADER-0007,Bond,ETH,Buy,499.7154238029184,32804.397953423526,117392.53440013526,97.54857440491426,16715.07833976441,5,7.079135362326275
TRADE-00000103,2022-03-19,TRADER-0060,Forex,BTC,Buy,814.2029245965988,4204.011798459639,698817.3476930839,407.91029656070623,33370.2878248249,2,9.902484337882482
TRADE-00000104,2022-04-15,TRADER-0162,Commodity,ETH,Sell,988.0830789290196,18590.10014459983,614605.7101241015,820.1278796145144,586.4889600113602,1,5.337349997142308
TRADE-00000105,2023-12-16,TRADER-0027,Stock,GOLD,Sell,281.2857033799375,6319.545368699479,837117.7616108439,129.82164906833026,27626.974529790088,20,2.1141717745534434
TRADE-00000106,2020-02-10,TRADER-0115,Commodity,OIL,Buy,987.1824409440409,28489.751595610767,508372.263295473,416.38457525923934,12005.918654777844,2,7.098423826732211
TRADE-00000107,2021-12-27,TRADER-0186,Crypto,GOLD,Buy,397.8709688446209,1636.1085516430858,590485.2142376776,619.6373287842825,47417.74351832146,5,2.7387188334848185
TRADE-00000108,2020-07-13,TRADER-0074,Commodity,OIL,Sell,63.576466683407666,15396.82319641972,863578.2103814523,156.92644076524343,8078.409358643748,2,9.811228914829663
TRADE-00000109,2022-12-31,TRADER-0032,Commodity,BTC,Buy,419.59051598798436,47829.650449572044,369242.724638613,510.65096679640544,-4915.268438180152,2,5.572867112439106
TRADE-00000110,2021-04-18,TRADER-0064,Forex,ETH,Buy,267.87654480741713,31272.479767656492,767555.695222613,99.33086419721204,42473.08876428627,20,5.712348972859276
TRADE-00000111,2021-07-01,TRADER-0028,Bond,ETH,Sell,101.63682789394429,15163.22464073807,269118.1468874106,296.11620106682113,5854.468970671676,10,3.062643757461921
TRADE-00000112,2020-06-19,TRADER-0143,Stock,AAPL,Buy,92.53281723417481,23664.617600654605,703779.8052607873,673.9349233514508,24210.978580533985,2,9.264738204416163
TRADE-00000113,2020-11-01,TRADER-0158,Bond,BTC,Buy,128.6024869343315,24366.643310497155,786626.0077486032,693.9847670231314,-3769.476698374794,5,1.6010801562925527
TRADE-00000114,2022-03-16,TRADER-0023,Bond,BTC,Buy,5.966243149326896,49763.061166063744,590471.5589503918,691.3261328196259,47892.7237975279,20,6.199306289887413
TRADE-00000115,2022-01-28,TRADER-0062,Stock,ETH,Sell,348.81164432484445,33106.54225733526,342483.07848626917,995.8131323726534,19729.479239609653,5,8.435290271527244
TRADE-00000116,2021-01-17,TRADER-0094,Stock,,Buy,669.3184941094647,12990.439713392496,519628.7900693803,272.4225692697173,3521.2568129453193,1,9.056921330340934
TRADE-00000117,2022-05-01,TRADER-0117,Forex,AAPL,Buy,328.9205407893359,16833.118071636018,829448.2789884126,241.08983199012403,34595.470433075454,2,9.350636616780443
TRADE-00000118,2021-04-07,TRADER-0076,Bond,GOOGL,Sell,718.0213776244351,13028.473263110674,978762.80122838,855.8804127809498,33858.30357060567,5,8.392444688590132
TRADE-00000119,2023-01-01,TRADER-0175,Commodity,BTC,Sell,134.97248557376042,36457.52954748122,981625.1357116571,71.45273008328434,36634.04531685877,10,1.515695291434146
TRADE-00000120,2022-12-15,TRADER-0111,Stock,GOOGL,Sell,453.49588342374665,29999.337351959297,200793.86640008332,215.3708807752479,33268.91335228912,2,8.48609783076126
TRADE-00000121,2022-06-09,TRADER-0182,Stock,GOOGL,Sell,779.8869244267387,26608.694285660476,661028.9547237525,234.4962027588132,-7220.301586350626,1,3.1487979103387653
TRADE-00000122,2024-01-20,TRADER-0100,Stock,ETH,Sell,644.9596933881735,17599.77142760641,742665.1951418911,676.5481379080215,34841.46139552478,10,8.669743310000456
TRADE-00000123,2020-05-02,TRADER-0004,Stock,GOOGL,Buy,607.7259522425006,25912.74264844415,893570.8529555086,324.42095992991705,-6914.311079913209,1,6.169102041688868
TRADE-00000124,2022-08-18,TRADER-0080,Commodity,BTC,Buy,742.3222652204666,1663.228961622109,450947.27241463494,138.2756809412049,10759.822554276383,20,8.076917628753655
TRADE-00000125,2022-07-02,TRADER-0158,Crypto,OIL,Buy,437.1014456807322,39556.07731589695,338126.7728532868,385.78711394097587,30405.551894902754,20,1.2014723206857245
TRADE-00000126,2022-10-17,TRADER-0007,Forex,AAPL,Sell,276.49475715428014,31805.99144024955,523412.6007223574,930.0143221205244,47534.8129902036,10,7.253058091595904
TRADE-00000127,2023-10-28,TRADER-0150,Commodity,AAPL,Sell,599.732265862116,41626.25955657923,428894.4559536987,973.2496504181909,6430.528936148548,1,5.139130034739821
TRADE-00000128,2021-01-07,TRADER-0176,Crypto,GOLD,Sell,,40348.16143740647,78107.8496983463,16.222258578924563,28539.84914751788,1,4.507122692666988
TRADE-00000129,2021-04-22,TRADER-0160,Stock,AAPL,Sell,192.46037218697495,14124.705583168989,914004.6402702736,191.32846389630086,6708.141512122031,1,8.726833838237933
TRADE-00000130,2021-03-28,TRADER-0180,Forex,AAPL,Sell,715.3363092205093,10743.068384285767,803405.0542906679,995.7468499559667,40775.80231501413,10,5.134260031436054
TRADE-00000131,2021-11-27,TRADER-0042,,OIL,Sell,14.025858154895255,28158.773417951063,358949.6264338333,810.3446084102135,5487.549131481752,2,9.887991082541255
TRADE-00000132,2022-04-14,TRADER-0100,Crypto,OIL,Buy,86.7006039755397,5349.0943392409135,753255.1251228593,870.6173811572079,23422.78121374926,1,4.399871325357553
TRADE-00000133,2022-09-12,TRADER-0137,Stock,,Buy,491.4214652362801,1831.3537179776151,699050.9823957619,212.2218997546007,3887.258631392864,10,6.9724828730445525
TRADE-00000134,2022-08-29,TRADER-0063,Bond,GOLD,Sell,266.56407232128345,18478.10776211036,342272.1885904077,473.53690109659686,47216.69873274835,5,9.226619191275146
TRADE-00000135,2022-12-08,TRADER-0073,Forex,GOLD,Sell,473.3851351528797,29775.139638377088,205467.1918167895,269.9511746746822,44758.56113361113,10,8.839747859540546
TRADE-00000136,2020-07-11,TRADER-0125,Crypto,GOOGL,Sell,383.8190005614669,13114.871959156882,130935.57545210788,460.82425471197274,49781.837280639724,5,1.2819208074362574
TRADE-00000137,2021-07-26,TRADER-0152,Crypto,,Buy,605.9958621959171,33845.84154042496,187286.72699458795,672.6568245933887,11576.970570958645,2,9.995432296364354
TRADE-00000138,2023-09-05,TRADER-0169,Stock,GOLD,Buy,284.38729127666403,41714.947297832136,142849.6490069738,115.93914490356782,-8396.720684769225,10,5.414202049762085
TRADE-00000139,2021-09-01,TRADER-0170,Crypto,GOLD,Sell,393.9988468341208,43766.88063461328,803882.9540456426,631.895107450492,17661.363189967884,5,5.296781043166543
TRADE-00000140,2020-01-23,TRADER-0197,Stock,GOLD,Buy,334.4586239424617,3977.300080176109,514799.8619602514,846.2444811375941,-3742.1195985278173,5,5.883855659563908
TRADE-00000141,2021-05-05,TRADER-0164,Commodity,BTC,Sell,260.5625233826465,3557.7492231927154,564079.2055710166,312.0872271245469,44146.66714698164,20,6.099420469421821
TRADE-00000142,2022-06-23,TRADER-0073,Stock,BTC,Sell,248.72009369606016,18499.53047434906,385125.2828103003,779.4538380803319,21455.895032708075,1,3.858099914013123
TRADE-00000143,2023-10-18,TRADER-0190,Forex,ETH,Sell,826.0401799935411,17186.969820716844,255715.36776928126,578.1706245421489,-146.45113409294208,1,7.353623719452322
TRADE-00000144,2022-02-19,TRADER-0005,Crypto,AAPL,Sell,627.7278583743757,5842.361490006009,907716.5589684866,611.0210836831978,47649.75716283623,2,4.737388144222538
TRADE-00000145,2020-10-05,TRADER-0110,Crypto,OIL,Buy,198.33801130567522,20878.24164626606,369076.5862347037,571.2104570704686,-4432.908789222283,10,9.758128999019611
TRADE-00000146,2021-01-14,TRADER-0077,Forex,ETH,Sell,96.18078042193612,7710.816964402611,341188.124116286,301.85177781866423,13788.866856137483,10,6.404368649233314
TRADE-00000147,2021-03-22,TRADER-0059,Bond,,Sell,856.301484859511,30468.85521786913,614817.0047140348,415.9382420210188,36555.40406350179,1,3.1818078074709026
TRADE-00000148,2022-11-23,TRADER-0158,Stock,ETH,Sell,438.66389627411627,37147.72865957476,551059.720391638,62.4415626328807,1170.6875241312227,10,1.8526256079809449
TRADE-00000149,2022-07-12,TRADER-0009,Bond,GOOGL,Sell,124.75976249591002,44515.65571203175,545029.927242485,468.00544723627723,10126.321558330823,5,8.964523012587966
TRADE-00000150,2022-03-11,TRADER-0073,Stock,BTC,Sell,82.45141333408294,26194.938065162525,805750.5822772008,643.5753147843886,42187.17962595847,50,2.255631142220143
TRADE-00000151,2023-04-24,TRADER-0047,Bond,OIL,Buy,209.02957938858148,33700.57729451237,831092.5108243059,815.6146768625239,30012.214476259433,1,6.929168273373481
TRADE-00000152,2023-07-31,TRADER-0087,Crypto,OIL,Buy,167.7833131674471,19724.724033159226,639527.4085824793,212.7816903546792,16175.599827771315,10,2.7638946908294186
TRADE-00000153,2020-12-20,TRADER-0152,Bond,AAPL,Buy,348.513062867699,33859.65671862026,873304.5336957958,696.0871918333197,31021.87456997196,10,1.9556577484250373
TRADE-00000154,2023-03-03,TRADER-0136,Commodity,AAPL,Buy,778.1287659684591,4450.0522537625175,144891.32661588996,988.2459971034673,42522.45996916015,2,5.062212993238189
TRADE-00000155,2023-04-27,TRADER-0068,Commodity,BTC,Sell,299.94347854863094,48092.0046591627,187135.78835926316,857.2639213516409,40517.403891017595,1,6.106570068719291
TRADE-00000156,2022-11-01,TRADER-0010,Crypto,GOLD,Buy,645.3630860573037,11138.817250246762,984685.1008471792,802.5642828526262,14960.89159273044,10,5.320080097825187
TRADE-00000157,2020-01-09,TRADER-0028,Forex,AAPL,Buy,68.63527450999607,32989.1958177226,678231.6847304795,789.7411413600511,-6079.462236336286,5,4.72251426399645
TRADE-00000158,2023-07-24,TRADER-0037,Stock,BTC,,776.9119083158378,41694.60054859034,170549.5624264254,183.66164984036192,-4580.2740269200995,10,3.002731086457007
