farm_id,season,crop,state,area_hectares,rainfall_mm,fertilizer_kg,pesticide_kg,irrigation_hours,labor_days,yield_tons,market_price_per_ton,profit_inr
FARM-000028,Kharif,Sugarcane,Karnataka,6.8625619922843075,1367.0262674439844,148.15711645579256,5.187493248189822,81.80601503574425,85,19.63320123070895,34897,74664.94542133671
FARM-000029,Rabi,Pulses,Maharashtra,48.48922056528906,449.42985847970067,358.1262927663055,36.61597764072204,21.839423591849048,98,2.9546733396474,17353,21609.3680379502
FARM-000030,Summer,Wheat,MP,25.318611384195126,999.9002437311588,346.89999847894217,27.252811677555417,131.8120678347213,115,13.832210763263388,40447,69636.53954452509
FARM-000031,Summer,Pulses,UP,20.410867581948505,1498.2543728825915,191.61819595458545,10.139381665445585,127.41359262313749,37,6.3914347944886964,22498,47847.598235014346
FARM-000032,Summer,Maize,Haryana,2.8305278967345577,168.43004239454433,98.2605722064489,17.396029379138373,132.63331453842952,19,15.412228190459189,34440,45066.87800458285
FARM-000033,Rabi,Cotton,Karnataka,12.245573491150045,147.15801668549855,159.71712964499872,10.632634239665762,117.8030523663324,134,1.008155894671832,31004,73924.55620277852
FARM-000034,Rabi,Cotton,Punjab,7.134310035416413,349.781026948795,127.72066038222096,17.446609284588877,103.25230894990428,58,11.93437276582904,39166,16573.77843494032
FARM-000035,Rabi,Wheat,Punjab,19.103863921391962,326.0544651978635,365.2307456843362,42.55902984216545,17.469441480024493,29,3.660786692192714,40183,-230.3645382600298
FARM-000036,Rabi,Rice,Maharashtra,20.179335457110902,202.29983440405792,302.19469198116377,14.510603177423326,141.0841172763512,172,18.875127082331375,49224,93926.04315850114
FARM-000037,Rabi,Rice,Karnataka,3.2290694817759684,443.97175525824076,10.730836247947517,33.94225824085312,173.44541189882403,75,18.121706832397955,33007,94985.06234274757
FARM-000038,Rabi,Sugarcane,UP,6.511094210434052,950.3725148282576,217.05152259940309,36.76899560431169,4.759727359061738,148,6.310437380968899,36609,-4860.877945827808
FARM-000039,Kharif,Maize,Karnataka,9.19188284621988,1154.311677515298,485.0309084430917,39.41235532019676,21.09687767333053,187,5.062900497528757,44297,25755.406784207385
FARM-000040,Summer,Pulses,UP,48.49040788116336,1095.4720709726157,42.83420537727206,37.655204488239356,73.02201826748305,104,9.529230824100344,27187,6132.03151607341
FARM-000041,Rabi,Rice,UP,17.86226573599477,371.94288046006056,409.74386413901993,12.047873112656632,137.29571939796784,31,18.86253088599388,28007,56059.31087732359
FARM-000042,Kharif,Rice,UP,26.865100055976985,1336.001349871688,185.75149223024195,14.22261244027126,69.02470937749199,145,9.405176935208988,49111,30841.814790646225
FARM-000043,Kharif,Maize,Punjab,10.868338781376805,763.5931204623256,366.51918075440386,35.73058973919254,4.991072251747419,180,13.950847904380034,19920,72120.7369420276
FARM-000044,Summer,Rice,Karnataka,36.250674257394344,547.0305640685498,46.9327334521582,17.814422477978038,120.59480614234934,20,9.086277842198134,32025,66608.78999540175
FARM-000045,Kharif,Rice,Punjab,454.5193903043822,285.3495352408672,137.82320892041074,40.62720775638747,194.46065741126498,179,18.60071034143749,45053,60229.29602482867
FARM-000046,Summer,Wheat,Karnataka,23.804802283085966,1057.527218769085,232.00456128203194,48.473145979096024,123.71190296248729,136,13.098763545084962,33904,56224.16695686108
FARM-000047,Summer,Maize,Haryana,13.404610941949354,744.2170946847081,243.3812037357044,23.954581165799844,63.18354946556974,50,4.26895531254341,37319,5553.438445108926
FARM-000048,Rabi,Pulses,Haryana,10.680513555127119,768.3327172802454,227.55877852252527,31.117459621683015,103.86988843116009,181,18.198141340981376,38200,82349.20903121763
FARM-000049,Rabi,Maize,UP,27.15624802551388,75.00572743676976,463.5344927129156,24.054738849913075,63.79426049717563,61,8.771907525411834,42074,85853.85692193903
FARM-000050,Rabi,Cotton,Punjab,38.37228314026002,1440.8225416513335,227.46036966800753,25.157155823839645,37.73496056378993,120,5.9308669096701205,40365,-7853.640076045894
FARM-000051,Kharif,Sugarcane,MP,24.07438560049281,446.18226387968707,299.9192749707156,2.285237526243167,107.66053684478987,159,19.261824510478345,188080,66786.81061309499
FARM-000052,Summer,Maize,Maharashtra,29.60460404232691,880.4892494446242,429.1264532577389,26.66418013327047,86.24125816744123,60,2.985103919733748,27012,23175.6505412567
FARM-000053,Summer,Cotton,,162.83213445446577,1264.6906864136274,234.69371968213974,37.70058034234776,102.47201810791617,28,1.4827186426010344,28068,35942.93747680622
FARM-000054,Rabi,Sugarcane,MP,30.70418394549126,7243.260054024421,388.40656027372603,1.6484389906601948,48.726033385370584,71,0.764171784277193,48128,17329.52902174544
FARM-000055,Kharif,Sugarcane,Maharashtra,45.35434448646393,294.3597330772534,367.51754658561345,0.666294269496287,89.9241190601878,177,5.551423641709329,21682,73137.96897305109
FARM-000056,Summer,Cotton,Punjab,22.622771437475173,960.9809759633341,171.2006308442598,39.15151987370781,187.24049850390497,48,3.602187811213307,43343,96289.4442783171
FARM-000057,Summer,Rice,Haryana,39.122005346533136,328.8460840519782,129.62616671221073,17.32690281055527,83.89694168407541,149,9.941082973825353,25733,22612.321869775154
FARM-000058,Summer,Rice,UP,37.23846484491498,6.5479527065814835,454.3671729821012,16.54812047599482,12.332608804938982,77,7.777913576950305,35914,68188.9369828566
FARM-000059,Summer,,,24.405138281380474,1109.115587788534,438.076832844357,27.570738897512083,2.619904976278864,198,12.391661963648442,28789,17184.5512005601
FARM-000060,Summer,Sugarcane,Maharashtra,4.046277152024977,551.8947459194094,29.34001179040724,9.06081751374333,65.60794195031751,39,15.998879639869507,47230,40665.14908473695
FARM-000061,Kharif,Maize,Punjab,3.4322646631844567,185.26180265107723,69.67055739808148,3.273016770299791,155.06254429804943,125,17.936330405163794,23799,40152.413947920984
FARM-000062,Summer,Sugarcane,Haryana,7.125617956869142,39.49057461194544,321.4391359142287,44.18163594003243,177.35156701153667,78,15.265462735515086,31908,88772.94488250147
FARM-000063,Summer,Cotton,Punjab,46.455141439239924,185.0900277034156,206.87091333929519,8.223638229241853,26.791416242172893,13,12.846128233589706,49380,38400.980300625044
FARM-000064,Rabi,Wheat,Haryana,23.760431363087758,594.9182744520887,459.1086621978155,16.19748415930924,140.15494136012668,44,5.301471545543159,27516,37979.12392379837
FARM-000065,Kharif,Sugarcane,Punjab,43.73180071442171,378.80718227022913,472.5661197481123,42.05855054546316,6.712350402177969,148,10.229436783959494,35638,47739.81931137585
FARM-000066,Summer,Pulses,Punjab,43.936237433182555,656.5185057959161,240.81751473355172,40.683606330516916,88.9193783152525,97,8.541173223935118,26961,33672.000963141196
FARM-000067,Kharif,Pulses,MP,24.03241241502697,453.4364447419187,250.62053568053955,27.65745678330427,16.61914204628929,58,18.11428574567265,20672,61998.18083093576
FARM-000068,Summer,Maize,Haryana,45.58508920312878,1381.7518321165142,289.2534502358764,8.051955876286227,70.32569600193482,173,4.236530197883756,10158,14430.935108718557
FARM-000069,Summer,Wheat,Karnataka,45.404355463826015,1145.6293761540198,352.5083994750691,3.415982621123237,67.33221278378818,139,15.778764559963994,45651,60149.708667986415
FARM-000070,Rabi,Sugarcane,Karnataka,46.46346209874231,291.5775559635961,153.1380880540545,45.28788251493033,50.51850804494285,134,12.423823341431756,45787,53009.34121690539
FARM-000071,Rabi,Maize,MP,16.52806032517344,1160.1315664603324,270.9700924698561,40.61944144199935,13.592613658733988,156,18.73043822450914,30674,57122.632213849545
FARM-000072,Kharif,Sugarcane,Karnataka,9.603120164470281,489.6369908322395,203.39742812442609,17.846706707453887,193.15792738893308,103,15.619588437458223,40459,3858.04993424446
FARM-000073,Summer,Rice,Punjab,23.452171295779053,1060.4482279050276,52.14854265653379,0.5613579526996204,71.53882736615662,21,18.05156035173323,42130,49552.89612222217
FARM-000074,Summer,Wheat,Maharashtra,49.262528023441384,335.8180783961061,363.99824813781066,1.7603655096427473,107.5902362322153,29,3.6080819207533685,19248,30786.757121635434
FARM-000075,Kharif,Wheat,Maharashtra,31.24245840333679,,433.7538166322006,20.310563228707085,184.74107128679879,122,13.43512725129322,46811,39236.547897631055
FARM-000076,Kharif,Maize,Haryana,20.574263728304906,384.96551644588936,187.77249311309967,34.338404499632716,99.15045256890932,66,12.423044289707352,37397,19901.977480675
FARM-000077,Rabi,Cotton,Maharashtra,8.892781799423789,437.67469112026066,276.6488783707622,13.404635561220346,129.3462351023255,121,2.3926281316674913,19670,31919.15585963374
FARM-000078,Summer,Cotton,MP,16.239425273358037,249.6697469839092,111.74171290051255,18.27462227410694,179.20735105574602,123,13.583749228823388,22531,93987.73600273661
FARM-000079,Rabi,Wheat,UP,5.682744963466956,562.5659138265532,109.61894173467695,41.98356461017898,196.918361804752,116,16.749053653951645,34317,68966.66864085053
FARM-000080,Kharif,Maize,MP,38.295240338201076,448.49903559406476,202.13925936221477,13.531270857372485,84.82957867929866,39,9.270469147335307,23017,27359.731479138354
FARM-000081,Rabi,Sugarcane,MP,42.36201451576545,357.1284639038246,334.9256287578371,31.30420214973082,162.93024022088426,58,13.473943585039583,21853,7257.6161427272455
FARM-000082,Kharif,Sugarcane,MP,18.386919546992168,1239.1182948165808,357.7210752078988,37.08758368993631,52.3051625687863,101,16.75804476877328,17033,46825.22985970608
FARM-000083,Summer,Cotton,Haryana,35.448804274522026,619.8816391433058,409.1807027319805,32.01682680885363,153.49681476070538,108,10.379477280602705,12362,945.5945682578185
FARM-000084,Summer,Maize,Karnataka,34.000347717245184,1357.1797666926484,137.4447846382308,32.35742079230132,90.00308544872193,62,11.68218056898721,21257,98228.6434003036
FARM-000085,Kharif,Pulses,MP,38.49704748587681,1085.6396914635436,357.403303482833,43.18661056004107,185.503123237543,65,1.3308401083210222,38632,58861.62851215679
FARM-000086,Rabi,Rice,Karnataka,25.474823335084864,498.74808553418234,88.21267796960231,37.965099614710525,75.34031051154537,148,2.3844783879842693,41101,75720.86958979095
FARM-000087,Kharif,Maize,Punjab,46.10228472115907,1410.9645898637762,126.21073792199961,34.329390967928894,51.21066831079719,78,0.6602765940169835,22622,37094.34505691398
FARM-000088,Summer,Pulses,UP,18.391663147170778,321.99598688592727,181.49383764510708,37.55306740659925,89.9139472521726,26,0.694729959934925,25460,6442.7003135590785
FARM-000089,Summer,Maize,UP,22.10552613450199,954.6979764285339,453.3268157124254,48.694420524671,50.09747188326341,90,3.702820442997684,37906,62272.64485396724
FARM-000090,Summer,Wheat,MP,23.283529254210034,739.9697068932585,440.38286793150786,44.481525245488115,75.17190555047996,88,16.626337899172714,42370,43991.17409316694
FARM-000091,Rabi,Maize,Maharashtra,28.002210610770977,1447.9779352586202,2.930568699626046,27.185704816785606,190.0362822424913,161,11.862980995913002,44633,42089.40919376792
FARM-000092,Rabi,Rice,Punjab,9.790915525270071,68.52066862431599,471.74503605791136,40.21281432117176,165.18165067439213,65,12.897252468778447,25269,-4280.001680900264
FARM-000093,Rabi,Rice,MP,27.22174076948936,610.4624559425163,264.01199386888123,40.18333939702166,102.75414942112118,15,9.175967091040093,17895,65115.88859822575
FARM-000094,Summer,Rice,UP,15.69388766961967,1442.656248755196,94.67314417749645,11.132600025587891,115.05981688648845,149,8.617214230968173,48375,14136.815588207908
FARM-000095,Kharif,Rice,UP,17.0019604021202,1466.632603349524,358.2039909961925,12.02383190556101,85.24441620778134,27,1.8327212302026639,30417,99309.92182286676
FARM-000096,Rabi,Cotton,MP,24.971348083474403,1308.3438211737,290.73432966159277,14.571324157776505,162.06388051938387,38,7.630955231554588,25280,71839.08034987206
FARM-000097,Kharif,Pulses,MP,44.654194428459896,1040.2059511673854,64.15230955111944,27.393228698746412,126.0290815562594,128,8.795979672328794,28331,29122.194179792503
FARM-000098,Kharif,Cotton,UP,15.273431023731264,,20.284115835583595,5.387674507098067,110.39425339062683,55,10.584371148280688,31347,47737.6799782331
FARM-000099,Kharif,Pulses,Haryana,493.9714524527671,1432.2139055647124,96.66862421355177,28.194581859405304,33.803703979952715,172,1.5179132465207754,25361,8824.43358947715
FARM-000100,Kharif,Rice,Maharashtra,44.531886151330575,1339.0765786359025,296.82282477952026,40.027803471299855,84.61683341811512,166,12.987017489009352,14064,46482.5068499417
FARM-000101,Kharif,Pulses,UP,45.86135986604953,159.7710300946291,53.74083933044738,30.73276871930875,2.169148346758809,185,17.15142081638041,27418,41042.41857382556
FARM-000102,Rabi,Pulses,Haryana,28.54498455546199,1472.8182743478724,93.09002908923142,41.32516222457826,150.86853543474993,133,7.271762184216432,27138,81361.87233854066
FARM-000103,Kharif,Pulses,Maharashtra,10.238953475156167,794.6779598054936,130.98921565253153,28.717683310039867,58.05470696437738,99,9.678267152711161,36484,32275.38727098272
FARM-000104,Rabi,Pulses,Punjab,35.25599529491139,499.554723587596,59.14588337716092,1.8198174707226844,26.78625352731201,81,13.64074423481398,27963,92800.53837940097
FARM-000105,Rabi,Wheat,Haryana,11.280081898175126,463.1094794664844,303.8054059950955,33.68115442704781,82.32134328428526,90,13.046724664601943,10893,99138.16566380342
FARM-000106,Kharif,Maize,,32.6264436229101,632.0888446038977,144.87525846789495,13.88334145385237,70.97646476001268,98,10.190035182215679,49384,49357.737996605094
FARM-000107,Summer,Pulses,Haryana,49.99942829843996,355.92093507626083,389.77237228615735,30.714916028943673,87.86736418642909,100,9.76994780881302,48971,32388.536050002367
FARM-000108,Rabi,Pulses,MP,11.121830710715054,813.2594290474256,243.12539363143094,32.66277924796178,114.89762369651497,116,1.1378058229994337,22942,38500.45330882829
FARM-000109,Summer,Rice,Maharashtra,20.757422494454136,1142.5957578258356,82.4471542924342,1.807757870922616,13.114321205266744,95,3.4459121889651003,28431,67814.21955805269
FARM-000110,Summer,Pulses,Haryana,8.569683154206786,390.4825099242976,136.01914760063622,49.5385957339409,149.34103100274194,113,8.780623164168853,16638,-5814.838224164059
FARM-000111,Rabi,Cotton,Maharashtra,49.229939561439444,194.04024121298997,127.81068357382658,3.759849513631858,30.228935483373085,72,10.707844045687299,11617,89708.74197591383
FARM-000112,Summer,Rice,Haryana,46.60223058397497,269.06221021871613,476.8750248334473,1.1002239310715978,158.66331565631856,99,18.063399947526623,38444,-9079.625193157643
FARM-000113,Summer,Wheat,MP,37.925947767426436,1309.8136336654636,35.36119408994226,21.24314645708188,23.39769942952248,179,16.11624101078595,15155,79878.49608729116
FARM-000114,Summer,Pulses,Maharashtra,37.39990507082694,699.0132995023995,161.13460010996727,13.958090273115364,139.1607811675614,167,7.737396582691908,23674,74270.66708951365
FARM-000115,Kharif,Pulses,Karnataka,29.776075929567387,179.00772195271188,81.92578607964529,13.749243546850998,70.48229798604322,74,10.090561159887377,10964,95159.14545423281
FARM-000116,Kharif,Rice,Haryana,357.71616157272183,173.80460939074277,261.3336983253882,17.082099258558586,12.695177719299311,111,2.3331346550025533,42790,68509.41877146902
FARM-000117,Summer,Maize,UP,47.054502990912006,916.3246941581153,451.7409520200419,38.98994395894463,115.69302855807896,192,2.1946845579741914,16686,-9353.823598939294
FARM-000118,Summer,Wheat,Haryana,26.06870897080925,960.3172771377829,435.2365580334022,17.793750735429185,70.50556349285577,121,13.643231104492378,42777,70615.02996405245
FARM-000119,Summer,Wheat,MP,38.25647374318495,523.5026797084213,74.29237955082819,24.269220619847175,168.03514659610664,120,19.719956481334247,25106,96512.3416151688
FARM-000120,Summer,Sugarcane,MP,9.974745825135376,1319.9143765321467,193.75718899844517,9.141397689391345,166.17318868852513,125,4.302993987623022,20040,63795.542728779066
FARM-000121,Rabi,Maize,UP,4.325339585516488,443.3288651607326,336.6458534797589,35.880541907178205,94.57623822928693,59,17.351027414147836,12472,19621.717181909768
FARM-000122,Kharif,Cotton,Maharashtra,2.6189389235789178,1424.6780822491316,290.017572780048,13.16731563124624,26.5977354657738,121,15.36081014803238,29672,39638.536018115694
FARM-000123,Kharif,Wheat,Punjab,29.88184413815274,1127.5041506326072,423.33811126042633,31.718329908937932,37.68140920068135,135,15.598542091699029,14767,93202.84986033366
FARM-000124,Kharif,Maize,Maharashtra,27.63667584637545,621.7632649272437,396.3851134091271,47.90942657949234,122.782617582487,51,18.014867082221485,15027,46293.51542550343
FARM-000125,Kharif,,Haryana,42.44132065653683,750.5256279697514,215.37813744574885,4.133816827123443,163.85198958508244,189,15.060089297286673,29230,1851.6503826634398
FARM-000126,Summer,Sugarcane,MP,47.33969178617197,333.0183957265585,411.12543756341574,17.897751397187395,107.23848485347322,136,18.41809402116215,10347,-4807.0473064677135
FARM-000127,Kharif,Wheat,Maharashtra,45.17374930671255,958.537190035168,32.270986953880424,27.612514110430215,124.9625098208456,102,4.517567045555246,11585,14242.157274344325
FARM-000128,Summer,Cotton,UP,42.73169858756639,410.9688371510054,483.4177917013571,32.34884178581625,16.159001734570964,105,15.15178894839639,17157,85160.4998262709
FARM-000129,Rabi,Wheat,Maharashtra,16.245588448366597,879.1630508949861,222.2337068399293,11.817768539398028,160.58849748907022,186,12.67419781054434,33223,66546.34528678906
FARM-000130,Rabi,,MP,5.082940497592356,1025.0853331359529,230.8974065498934,30.17783146005882,61.21106831500178,70,8.069290919567706,14547,43469.25511205755
FARM-000131,Kharif,Maize,Haryana,13.092498769229506,1071.2185304048874,340.9255286017402,46.55325515242284,166.59215889962934,175,18.995536641426202,13080,20977.7230003157
FARM-000132,Rabi,Rice,Punjab,23.96811917267554,491.01415622742616,23.99733129365378,14.735485131486476,11.662758196175037,47,10.439755202250252,43815,69107.90007272353
FARM-000133,Rabi,Wheat,Karnataka,7.879163411152486,573.5624381292923,285.90861603857417,7.142412365169504,68.85139351435814,101,18.217495875495274,17517,37532.51863911218
FARM-000134,Summer,Rice,UP,39.492659270388636,843.2943284055744,359.4970998999811,16.336293978650563,32.316349359629456,80,2.5782725915697045,11761,32875.52594177743
FARM-000135,Kharif,Cotton,Maharashtra,44.39843063149987,1275.0215619070532,356.41067882910573,2.4542536504974013,102.08881168308368,138,5.121249662280089,32064,2381.7594844670366
FARM-000136,Summer,Pulses,Karnataka,35.728719642788334,339.9468596153201,51.54928116153196,40.58421097860047,8.450553339647616,199,10.952984209513879,30866,25768.96271020265
FARM-000137,Kharif,Maize,MP,27.414999517038936,1128.3847502117048,284.1193665805812,14.887921449750918,116.97856580063544,58,19.591814163292668,28010,20177.11919203694
FARM-000138,Rabi,Wheat,Maharashtra,30.923972231393844,206.37911554911875,81.20881584995293,8.86825346560785,183.7312044417549,89,17.118999924543782,31049,53804.85379385689
FARM-000139,Rabi,Pulses,Haryana,2.209997657191339,354.9666157956025,129.1680651120956,32.173351222427804,108.46714053762479,158,2.6700781782867056,49736,99243.95366200198
FARM-000140,Kharif,Rice,MP,20.350574868834656,1345.3188753093136,103.17529698107836,34.57332575936613,186.2555867772222,145,19.971256263591307,40510,-9388.930514403603
FARM-000141,Rabi,Cotton,Maharashtra,30.45315448204247,600.1652279563646,30.936660927377456,9.52756054457884,26.144125786232863,169,14.654818200313205,48924,4637.100055260818
FARM-000142,Rabi,Sugarcane,Maharashtra,6.999007945486544,541.1469808589428,264.91040863044446,43.151314715944466,165.31963042281197,145,4.072949348885521,21940,10678.193999506744
FARM-000143,Rabi,Cotton,Maharashtra,4.37046618025553,,439.18419497378886,16.77900705618939,179.5108843565413,40,15.060019831674857,25615,-8242.211832541094
FARM-000144,Kharif,Maize,Haryana,36.51539175838221,1283.1533430494978,107.0506516416182,6.171216042216276,157.81793983666196,68,8.553971906016478,49021,16673.158946966138
FARM-000145,Rabi,Pulses,Karnataka,43.33578226217687,1498.4861794154244,398.6175034305559,3.0614173454505513,89.51664673351469,108,3.954942104963305,26932,7326.367435608638
FARM-000146,Rabi,Wheat,Karnataka,38.148878491565554,163.19085965010055,347.9188836186528,20.277722904335437,160.58865364435658,89,7.446803463596734,14010,13841.810567750235
FARM-000147,Rabi,Pulses,UP,22.231358946452648,747.9679945991202,286.32801170592893,19.231467673888613,143.25265455614397,163,3.435806639664915,38788,54291.18658402034
FARM-000148,Summer,Cotton,MP,39.91818724954882,956.0651391247958,274.3308160017965,17.964662537913657,154.92147791926593,46,5.741956692985285,47872,1502.2599413759071
FARM-000149,Kharif,Pulses,MP,18.68100225643547,615.3161904734677,238.71057697658355,23.33443715228946,196.7082732012554,125,8.285935502651933,35970,31154.24938619742
FARM-000150,Summer,Rice,,23.25258710267065,1024.6235195300978,416.56835954226517,23.394875608301803,198.5024931414565,118,7.161216650237904,31096,82000.43922651907
FARM-000151,Summer,Wheat,Karnataka,30.670800404867343,390.79446339050736,304.7644125911962,11.724896574960631,23.27600132980068,146,6.016043445338502,33434,57802.529186406464
FARM-000152,Summer,Rice,MP,30.483387598649124,1150.7503339793168,210.7218181371279,14.088057700692769,22.502463999532573,162,6.4048705613544765,17668,97727.68978530634
FARM-000153,Summer,Cotton,MP,42.655101417695555,812.5055950208016,469.19643909844916,33.947717987738635,6.2007781158941455,148,4.8623698839850995,224715,49050.90146851559
FARM-000154,Kharif,Rice,Maharashtra,32.36974444955583,493.80334130828544,428.66910815252794,40.94111656525558,80.1932133683047,193,19.796729474448217,33411,7111.085657419448
FARM-000155,Kharif,Sugarcane,Karnataka,35.3360834338324,1154.8757817164756,57.42584089663572,27.67824626741803,151.4251315982408,48,16.84727834484686,14030,62784.51372507798
FARM-000156,Rabi,Cotton,Punjab,6.474470766565309,1403.6475681340278,164.66106046921436,14.39619341102344,77.93174199582415,166,1.5831286345349076,46130,38043.65348993462
FARM-000157,Summer,Sugarcane,MP,36.45065286363257,510.44471361447177,189.96070347291328,1.6361269863398697,13.627319132003123,93,10.064412433090688,30832,45669.21284510458
FARM-000158,Rabi,Wheat,Haryana,19.082488208626437,1370.5507888712164,347.7107037540414,27.19890497645906,16.6109324748966,54,9.867252574102015,17232,19175.857395138173
FARM-000159,Kharif,Maize,Karnataka,18.177611554169566,774.667533541103,412.55775473775725,5.9181626055367476,127.40957383305141,19,1.1834165187402923,15105,12068.363994718147
FARM-000160,Rabi,Cotton,Punjab,33.62778889673523,210.6103948408129,37.91280196804186,34.22133430504775,49.43600070768088,32,3.718724816124363,16918,34106.92891197266
FARM-000161,Rabi,Sugarcane,Maharashtra,24.391678952528313,914.7467277225661,87.38068815039045,23.758518159151475,60.43644763777583,17,6.996422617521583,19172,-3142.317768809765
FARM-000162,Summer,Rice,Maharashtra,40.74553785703442,476.40653975559036,80.52142569609966,25.736399875281467,55.55691023057665,185,4.627901978753964,49896,18779.413331596792
FARM-000163,Summer,Sugarcane,MP,13.229313764670732,654.7444541764023,277.84402166214596,45.46847686453038,61.47170423839188,51,6.6824664930876905,48203,-3017.3916228095777
FARM-000164,Kharif,Wheat,Karnataka,22.0152480847552,523.7118150845336,172.64980010270142,34.76564103073802,177.27304039077396,144,6.1721002005471,33759,25472.421347656986
FARM-000165,Kharif,Sugarcane,Maharashtra,3.0681872578412923,1314.7988318719242,466.21216189747156,4.504600065852015,73.36584046773214,30,11.430700164749526,19243,935.1835352456565
FARM-000166,Summer,Rice,Karnataka,43.78077040417459,,60.55509867329623,45.34282742364802,188.05248409668081,177,18.186207000458225,19612,77200.55533836782
