shipment_id,order_date,delivery_date,origin_city,destination_city,carrier,weight_kg,distance_km,shipping_cost,delivery_days,on_time,package_type,customer_rating
SHIP-000103,2023-07-14,2024-01-31,Bangalore,Delhi,FedEx,65.5876666005374,467,4906.0,12.0,0,Envelope,1
SHIP-000104,2023-12-04,2023-06-15,Mumbai,Mumbai,BlueDart,59.29714265415167,29720,188.0,8.0,1,Box,2
SHIP-000105,2023-09-10,2024-06-01,Delhi,Mumbai,BlueDart,46.16407251188394,428,595.0,8.0,0,Pallet,2
SHIP-000106,2022-12-06,2023-03-24,Mumbai,Pune,DTDC,62.30047497068471,588,2869.0,14.0,0,Pallet,2
SHIP-000107,2024-01-12,2022-04-23,Delhi,Kolkata,BlueDart,31.602692073100254,2701,3305.0,14.0,0,Envelope,5
SHIP-000108,2022-03-13,2023-08-27,Bangalore,Delhi,BlueDart,18.966157543806123,2907,1552.0,7.0,0,Box,1
SHIP-000109,2023-05-24,2023-11-27,Chennai,Bangalore,DHL,95.64425240930227,2237,3285.0,13.0,0,Envelope,2
SHIP-000110,2022-10-07,2022-09-17,Chennai,Chennai,DHL,48.34634025424954,730,1926.0,3.0,1,Envelope,4
SHIP-000111,2023-03-22,2023-09-05,Delhi,Mumbai,BlueDart,86.18087155317792,2185,297.0,3.0,0,Pallet,3
SHIP-000112,2022-09-28,2024-05-13,Delhi,Pune,DTDC,77.89382888283563,1941,4402.0,5.0,0,Box,3
SHIP-000113,2023-05-31,2024-05-24,Mumbai,Mumbai,FedEx,26.512208849432632,2206,,,1,Envelope,4
SHIP-000114,2022-09-30,2023-04-27,Bangalore,Kolkata,FedEx,88.42788972211741,654,2030.0,13.0,1,Pallet,5
SHIP-000115,2024-05-25,2022-02-14,Chennai,Chennai,DHL,12.942492087899598,2590,4745.0,10.0,0,Pallet,2
SHIP-000116,2023-11-30,2022-12-26,Chennai,Bangalore,FedEx,65.7756087584676,1790,3316.0,3.0,0,Pallet,5
SHIP-000117,2024-01-15,2023-09-12,Bangalore,Mumbai,FedEx,14.933425582698844,1009,1713.0,13.0,0,Envelope,3
SHIP-000118,2022-03-26,2024-03-15,Chennai,Chennai,BlueDart,79.63477702259867,1151,2883.0,4.0,1,Pallet,4
SHIP-000119,2023-04-03,2022-04-17,Chennai,Pune,FedEx,77.21079846221014,394,1460.0,8.0,1,Pallet,2
SHIP-000120,2024-03-05,2023-05-21,Delhi,Chennai,DTDC,17.44855966638226,2619,4910.0,11.0,0,Pallet,4
SHIP-000121,2022-08-02,2024-04-16,Bangalore,Mumbai,FedEx,1.7033853094233125,1836,4698.0,11.0,0,Box,4
SHIP-000122,2022-11-09,2023-10-20,Delhi,Chennai,DHL,96.90137870738873,1616,498.0,6.0,1,Envelope,2
SHIP-000123,2024-02-16,2024-05-27,Chennai,Mumbai,DHL,4.434908588468327,180,4119.0,12.0,0,Box,3
SHIP-000124,2022-08-21,2023-04-27,Mumbai,Bangalore,DTDC,24.572930936345937,195,932.0,14.0,1,Envelope,3
SHIP-000125,2022-12-18,2023-04-19,Mumbai,Mumbai,DTDC,32.29473006306162,1530,1531.0,4.0,1,Pallet,2
SHIP-000126,2023-01-20,2023-05-05,Mumbai,Mumbai,DTDC,54.67638031544229,2951,3352.0,6.0,0,Box,2
SHIP-000127,2022-01-07,2022-07-29,Delhi,Kolkata,BlueDart,99.95596322413144,1998,2156.0,8.0,0,Box,2
SHIP-000128,2022-11-02,2022-06-09,Chennai,Mumbai,FedEx,1.0497633215993833,2335,866.0,14.0,0,Envelope,10
SHIP-000129,2023-02-08,2022-01-11,Mumbai,Bangalore,DHL,98.64295884994326,870,678.0,13.0,0,Box,4
SHIP-000130,2022-01-20,2022-02-04,Delhi,Mumbai,BlueDart,49.64019573828938,712,2505.0,3.0,1,Pallet,4
SHIP-000131,2022-06-12,2024-05-12,Mumbai,Kolkata,BlueDart,26.369384463623405,74,3702.0,1.0,0,Pallet,2
SHIP-000132,2023-01-09,2022-01-30,Mumbai,Mumbai,FedEx,36.094123846211,786,1519.0,4.0,0,Box,3
SHIP-000133,2022-10-01,2024-01-21,Bangalore,Pune,DTDC,31.330928881768052,1093,3795.0,7.0,0,Envelope,1
SHIP-000134,2024-02-07,2023-04-17,Bangalore,Bangalore,DTDC,64.43795342089001,1469,794.0,8.0,0,Pallet,1
SHIP-000135,2024-06-14,2022-11-17,Mumbai,Bangalore,DTDC,65.02557671162913,732,4799.0,4.0,1,Envelope,4
SHIP-000136,2022-04-03,2023-09-04,Delhi,Mumbai,DHL,90.01365254210017,1626,1507.0,5.0,1,Envelope,20
SHIP-000137,2022-10-10,2024-03-03,Bangalore,Chennai,DTDC,52.35155527302214,1768,1895.0,1.0,1,Box,1
SHIP-000138,2022-05-18,2024-04-18,Delhi,Chennai,BlueDart,55.40425888445983,1284,1004.0,1.0,0,Box,2
SHIP-000139,2024-03-02,2022-12-31,Chennai,Pune,DTDC,33.38317665841596,1633,2111.0,6.0,0,Box,5
SHIP-000140,2023-08-19,2023-12-08,Bangalore,Mumbai,DTDC,93.74087263405056,585,679.0,2.0,1,Pallet,5
SHIP-000141,2023-04-11,2022-10-25,Mumbai,Chennai,DTDC,98.74788165269325,2206,2765.0,14.0,0,Pallet,1
SHIP-000142,2022-09-25,2022-04-06,Delhi,Mumbai,DHL,66.38146116058206,1380,713.0,4.0,1,Envelope,1
SHIP-000143,2024-02-24,2023-11-14,Bangalore,Pune,DTDC,64.1973923737932,1145,1057.0,12.0,0,Box,2
SHIP-000144,2023-03-17,2024-03-24,Chennai,Bangalore,DHL,82.70744142803768,1186,331.0,8.0,0,,3
SHIP-000145,2023-12-16,2024-03-16,Mumbai,Delhi,DHL,42.31379987919463,1985,1601.0,4.0,1,Envelope,1
SHIP-000146,2024-06-07,2024-01-10,Delhi,Chennai,BlueDart,55.163576151167355,477,2396.0,10.0,1,Pallet,1
SHIP-000147,2024-04-25,2024-04-06,Bangalore,Pune,DHL,69.26844592232332,1492,1550.0,6.0,0,Box,4
SHIP-000148,2022-03-08,2023-02-24,Mumbai,Kolkata,DHL,70.3662316543022,2678,2221.0,2.0,1,Pallet,3
SHIP-000149,2023-04-10,2023-05-01,Delhi,Pune,FedEx,36.71088343901795,222,4497.0,3.0,0,Pallet,5
SHIP-000150,2022-11-29,2023-12-24,Chennai,Delhi,DTDC,55.11745802282598,1497,2252.0,14.0,0,Pallet,4
SHIP-000151,2023-03-18,2022-10-10,Delhi,Chennai,DHL,97.85113543454501,479,3738.0,10.0,0,Pallet,4
SHIP-000152,2024-06-05,2024-05-06,Delhi,Delhi,DHL,12.556989123175535,917,4672.0,5.0,0,Pallet,4
SHIP-000153,2022-06-24,2022-12-21,Delhi,Mumbai,DHL,8.343688388776666,1510,1490.0,4.0,1,Pallet,10
SHIP-000154,2023-01-18,2022-09-06,Bangalore,Delhi,BlueDart,1.290812582025607,1133,1685.0,6.0,0,Box,4
SHIP-000155,2023-06-22,2022-11-14,Delhi,Bangalore,FedEx,28.133611458538187,619,350.0,8.0,1,Envelope,5
SHIP-000156,2023-05-20,2024-04-17,Mumbai,Delhi,FedEx,37.018558596380686,1232,3268.0,11.0,0,Envelope,5
SHIP-000157,2023-05-01,2022-11-13,Delhi,Kolkata,DTDC,52.32809903962823,1278,4013.0,14.0,0,Envelope,1
SHIP-000158,2024-02-11,2023-11-17,Chennai,Chennai,FedEx,96.24619663968627,1431,,4.0,0,Envelope,2
SHIP-000159,2024-02-27,2023-12-29,Bangalore,Delhi,DTDC,48.23336714747723,2094,3644.0,3.0,1,Envelope,2
SHIP-000160,2024-06-11,2024-02-15,Mumbai,Bangalore,DHL,58.251175217381814,1644,3817.0,7.0,1,Envelope,2
SHIP-000161,2023-12-25,2022-04-03,Mumbai,Delhi,FedEx,0.7683004583980277,2350,3874.0,11.0,1,Envelope,2
SHIP-000162,2024-03-24,2023-06-07,Delhi,Pune,DTDC,94.96432687594259,2104,238.0,4.0,1,Envelope,2
SHIP-000163,2022-01-07,2022-03-26,Chennai,Delhi,DTDC,45.653999909895525,2774,2096.0,8.0,1,Envelope,4
SHIP-000164,2023-10-30,2023-02-09,Bangalore,Pune,BlueDart,70.69359488770058,1308,2135.0,11.0,1,Box,5
SHIP-000165,2022-06-22,2022-06-23,Chennai,Chennai,DHL,24.434065435793634,1481,3980.0,12.0,1,Envelope,2
SHIP-000166,2024-03-25,2022-04-08,Delhi,Chennai,DTDC,74.55064081998559,662,581.0,5.0,1,Envelope,5
SHIP-000167,2022-12-01,2022-08-25,Mumbai,Bangalore,BlueDart,8.701370638968575,267,2479.0,12.0,0,Envelope,5
SHIP-000168,2023-01-15,2024-02-20,Mumbai,Chennai,DTDC,65.49971867345167,1320,4803.0,7.0,1,Envelope,2
SHIP-000169,2022-05-28,2022-01-06,Chennai,Pune,DHL,62.858720312247044,2884,1137.0,8.0,1,Box,4
SHIP-000170,2024-01-03,2024-04-02,Mumbai,Chennai,BlueDart,63.78035310782266,2051,2997.0,9.0,1,Pallet,4
SHIP-000171,2023-08-06,2024-02-22,Delhi,Chennai,FedEx,33.8016935859467,1259,259.0,12.0,0,Envelope,4
SHIP-000172,2022-02-23,2022-06-10,Delhi,Kolkata,FedEx,5.065373716906391,366,1952.0,5.0,1,Envelope,4
SHIP-000173,2023-01-24,2022-07-08,Mumbai,Pune,DTDC,83.0043440395219,2701,2797.0,4.0,1,Envelope,4
SHIP-000174,2022-04-30,2023-10-20,Mumbai,Pune,DHL,58.02387076539523,378,79.0,3.0,0,Box,2
SHIP-000175,2024-01-03,2023-08-07,Chennai,Delhi,DTDC,38.588973975537044,1430,436.0,12.0,0,Pallet,5
SHIP-000176,2022-06-21,2023-02-28,Mumbai,Pune,BlueDart,51.21279691501972,741,,13.0,1,Pallet,5
SHIP-000177,2024-04-21,2022-09-02,Bangalore,Chennai,DTDC,18.790556517889097,629,3482.0,9.0,1,Pallet,4
SHIP-000178,2024-04-10,2023-12-31,Chennai,Delhi,DHL,68.0660601077275,1562,3225.0,9.0,1,Pallet,4
SHIP-000179,2023-12-09,2022-09-27,Delhi,Pune,DTDC,64.82054190319239,1725,1763.0,2.0,1,Box,3
SHIP-000180,2023-06-25,2023-04-09,Bangalore,Mumbai,FedEx,83.21084013270557,2115,2570.0,13.0,0,Envelope,1
SHIP-000181,2024-04-26,2024-02-02,Mumbai,Mumbai,DTDC,96.54084153876329,2408,2330.0,8.0,0,Envelope,1
SHIP-000182,2023-09-10,2022-03-17,Chennai,Pune,DHL,53.244323597438026,2683,1497.0,6.0,1,Envelope,4
SHIP-000183,2023-05-25,2024-04-13,Bangalore,Delhi,DHL,22.82901201466664,1343,2147.0,1.0,1,Pallet,5
SHIP-000184,2023-05-05,2022-07-21,Bangalore,Bangalore,BlueDart,53.68070484791855,2393,780.0,10.0,0,Pallet,5
SHIP-000185,2023-10-19,2024-01-25,Delhi,Bangalore,DTDC,27.38249590740188,2442,4712.0,13.0,0,Envelope,5
SHIP-000186,2022-11-16,2022-04-22,Chennai,Pune,FedEx,20.8530782243037,2368,1225.0,1.0,1,Envelope,2
SHIP-000187,2023-09-09,2022-04-23,Chennai,Bangalore,FedEx,67.68250585885687,1694,3100.0,8.0,0,Pallet,5
SHIP-000188,2023-12-24,2022-08-21,Mumbai,Bangalore,BlueDart,42.8562518051651,1339,4534.0,3.0,1,Pallet,4
SHIP-000189,2023-01-27,2023-08-09,Bangalore,Delhi,BlueDart,68.51444874796611,2137,3987.0,3.0,1,Pallet,3
SHIP-000190,2024-05-23,2023-04-23,Chennai,Delhi,FedEx,71.46956094659038,1623,1379.0,9.0,0,Box,4
SHIP-000191,2023-05-05,2024-05-16,Bangalore,Chennai,FedEx,58.34443465306806,388,1715.0,1.0,0,Box,4
SHIP-000192,2023-09-26,2023-09-16,Mumbai,Chennai,DTDC,76.66961911399507,2778,4841.0,3.0,1,Pallet,2
SHIP-000193,2023-10-22,2023-03-07,Chennai,Kolkata,BlueDart,24.78031507742547,1955,116.0,6.0,0,Envelope,2
SHIP-000194,2024-06-06,2022-06-21,Delhi,Chennai,DHL,79.50284013277596,1374,4341.0,6.0,0,Pallet,1
SHIP-000195,2024-04-25,2022-08-31,Chennai,Kolkata,BlueDart,86.7580180292847,1008,3982.0,6.0,1,Box,2
SHIP-000196,2023-04-03,2022-11-23,Bangalore,Bangalore,FedEx,12.267410791702268,71,,,0,,10
SHIP-000197,2024-06-14,2022-02-01,Delhi,Mumbai,FedEx,34.23080927891668,2479,726.0,10.0,1,Box,2
SHIP-000198,2022-09-09,2022-02-21,Bangalore,Bangalore,DTDC,29.202181373924752,1447,5140.0,3.0,1,Envelope,4
SHIP-000199,2022-09-16,2022-12-05,Bangalore,Bangalore,DHL,33.819847462138405,1742,935.0,50.0,0,Box,1
SHIP-000200,2022-02-04,2022-01-09,Bangalore,Pune,DHL,25.84508600074842,2850,3977.0,10.0,1,Box,4
SHIP-000201,2022-03-03,2022-07-12,Chennai,Mumbai,DTDC,77.07866777198808,655,4528.0,13.0,1,Pallet,2
SHIP-000202,2022-09-04,2023-08-23,Bangalore,Kolkata,DTDC,92.14659955888014,453,2952.0,4.0,0,Pallet,4
SHIP-000203,2022-03-31,2023-07-20,Chennai,Kolkata,BlueDart,79.85755629015311,2611,2137.0,1.0,0,Box,4
SHIP-000204,2024-03-30,2022-10-05,Delhi,Kolkata,BlueDart,15.074806078058323,1643,1706.0,4.0,0,Envelope,1
SHIP-000205,2023-01-19,2022-04-14,Mumbai,Delhi,FedEx,91.9874701452814,2750,,8.0,1,Envelope,4
SHIP-000206,2023-06-23,2024-01-11,Bangalore,Bangalore,DHL,23.069965416198862,1296,937.0,14.0,0,Envelope,2
SHIP-000207,2023-11-27,2022-10-25,Mumbai,Mumbai,DTDC,25.60315135037427,429,857.0,13.0,1,Box,5
SHIP-000208,2023-12-31,2022-09-01,Bangalore,Bangalore,DTDC,59.433330526174515,1549,1535.0,,0,Pallet,2
SHIP-000209,2023-03-11,2022-05-17,Chennai,Mumbai,DHL,69.9460732688883,2086,1578.0,40.0,1,Envelope,4
SHIP-000210,2024-02-25,2023-04-09,Chennai,Kolkata,BlueDart,67.42026651734392,1584,4454.0,11.0,0,Envelope,5
