ticket_id,created_date,customer_id,priority,category,channel,agent_id,response_time_hours,resolution_time_hours,customer_satisfaction,is_escalated,is_resolved,reopen_count
TKT-0000015,2023-05-21 18:00:00,CUST-02923,Low,Bug,Social,AGENT-026,38.13024158728834,66.14270532926884,1,0,1.0,2
TKT-0000016,2023-05-27 18:00:00,CUST-02473,Medium,Feature Request,Chat,AGENT-078,21.28463896746439,70.1515066796376,4,1,0.0,4
TKT-0000017,2024-04-15 21:00:00,CUST-02225,High,Technical,Phone,AGENT-047,24.707168422355515,52.83224828917929,2,0,1.0,3
TKT-0000018,2023-03-06 21:00:00,CUST-01819,High,Feature Request,Chat,AGENT-038,1.1774909462128882,12.97931554745894,3,1,0.0,4
TKT-0000019,2023-02-10 17:00:00,CUST-00181,High,Billing,Social,AGENT-055,35.999204679939325,35.767200727578626,4,1,1.0,4
TKT-0000020,2023-02-04 23:00:00,CUST-02181,Critical,Bug,Email,AGENT-034,36.5284893405813,81.03643750403455,1,1,0.0,3
TKT-0000021,2023-04-24 10:00:00,CUST-01976,High,Billing,Chat,AGENT-008,25.634304411752858,71.19886417985812,4,1,1.0,3
TKT-0000022,2023-09-02 09:00:00,CUST-02039,Medium,Technical,Phone,AGENT-086,13.289031785036867,55.19696747777929,5,0,1.0,3
TKT-0000023,2023-03-15 22:00:00,CUST-02294,Low,Technical,Email,AGENT-032,35.677597325237514,38.887012219672066,3,0,1.0,2
TKT-0000024,2023-02-22 18:00:00,CUST-01724,High,Account,Phone,AGENT-056,24.693236191706113,77.2318538724468,4,0,0.0,1
TKT-0000025,2024-04-29 01:00:00,CUST-02345,Low,Technical,Chat,AGENT-086,44.98014494269205,118.00958412968536,2,1,1.0,4
TKT-0000026,2023-06-28 02:00:00,CUST-01437,,Technical,Phone,AGENT-063,0.7339320551654538,20.638464190575288,5,0,1.0,0
TKT-0000027,2023-06-16 09:00:00,CUST-02392,Medium,Bug,Email,AGENT-058,20.276743029821176,130.06567409771597,5,0,0.0,2
TKT-0000028,2023-09-10 16:00:00,CUST-01963,High,Bug,Chat,AGENT-040,32.795208911382346,75.42468609507904,1,1,0.0,4
TKT-0000029,2023-07-03 17:00:00,CUST-02225,Critical,Bug,Email,AGENT-005,31.993156441240064,120.03887542012832,1,1,1.0,2
TKT-0000030,2023-03-14 08:00:00,CUST-01714,Medium,Account,Email,AGENT-090,25.194670059451987,138.11697630085825,5,0,0.0,4
,2024-02-14 17:00:00,CUST-00892,Critical,Bug,Social,AGENT-007,42.720447538427614,82.54478848154794,1,1,0.0,4
TKT-0000032,2023-09-20 06:00:00,CUST-02309,Low,Bug,Email,AGENT-010,39.04936916858186,5.499106450725123,1,0,1.0,3
TKT-0000033,2023-07-05 08:00:00,CUST-02217,High,Billing,Chat,AGENT-063,38.179535885946095,38.9882614539997,3,1,0.0,3
TKT-0000034,2023-06-16 20:00:00,CUST-02429,High,Billing,Social,AGENT-043,37.64492353710946,163.0021367571852,3,1,1.0,2
TKT-0000035,2023-11-22 05:00:00,CUST-00249,Medium,Account,Chat,AGENT-044,34.4075466950614,72.11731890853738,4,0,0.0,3
TKT-0000036,2024-03-21 20:00:00,CUST-00624,High,Bug,Phone,AGENT-075,7.00315007644404,10.033902898061699,3,1,1.0,4
TKT-0000037,2024-03-12 11:00:00,CUST-01580,Medium,Account,Social,AGENT-062,40.432372065784065,77.72288416823747,3,0,0.0,4
TKT-0000038,2023-07-06 06:00:00,CUST-01228,Medium,Feature Request,Phone,AGENT-016,16.126798023872595,99.97151348035737,5,5,1.0,4
TKT-0000039,2023-03-31 17:00:00,CUST-02348,Low,Account,Social,AGENT-022,15.947707834882863,148.5785550029544,2,1,1.0,4
TKT-0000040,2023-10-24 01:00:00,CUST-00136,Critical,Technical,Chat,AGENT-018,15.924155353432576,27.248400457873664,15,1,0.0,3
TKT-0000041,2023-01-11 12:00:00,CUST-00892,High,Feature Request,Social,AGENT-054,43.88556348546512,33.98525049850766,3,1,0.0,0
TKT-0000042,2023-12-16 10:00:00,CUST-00999,Medium,Billing,Chat,AGENT-027,17.331475368290498,111.3429655110208,4,1,0.0,1
TKT-0000043,2024-01-28 21:00:00,CUST-01742,Low,Feature Request,Chat,AGENT-026,25.773762236737312,77.62919757013931,1,1,0.0,3
TKT-0000044,2023-12-13 21:00:00,CUST-00059,Critical,Technical,Social,AGENT-071,38.68828530019279,76.6541111285099,5,0,1.0,0
TKT-0000045,2023-12-05 23:00:00,CUST-00087,Critical,Billing,Phone,AGENT-049,3.1283389208711725,95.16556695255525,4,1,0.0,2
TKT-0000046,2023-09-01 11:00:00,CUST-01583,Medium,Account,Social,AGENT-031,45.04320936656488,144.70840253091356,2,0,1.0,0
TKT-0000047,2023-12-03 20:00:00,CUST-01339,Medium,Feature Request,Chat,AGENT-098,30.545226523651593,144.1706186648169,1,1,0.0,4
TKT-0000048,2023-11-22 10:00:00,CUST-02877,Critical,Feature Request,Social,AGENT-004,25.925164746883347,151.2933423078086,3,0,1.0,1
TKT-0000049,2023-04-12 18:00:00,CUST-00279,Low,Account,Chat,AGENT-070,26.86492903727149,112.40011221215809,4,1,0.0,0
TKT-0000050,2024-01-07 06:00:00,CUST-02235,High,Feature Request,Phone,AGENT-050,43.258962872276015,135.49076469029566,4,1,1.0,0
TKT-0000051,2023-02-20 02:00:00,CUST-02541,Medium,Feature Request,Social,AGENT-041,46.773694972748416,99.82749902164568,5,0,0.0,1
TKT-0000052,2024-03-02 12:00:00,CUST-02986,Critical,Feature Request,Chat,AGENT-017,46.54109536941134,7.268391057984919,3,1,0.0,1
TKT-0000053,2024-03-06 03:00:00,CUST-00220,Critical,Bug,Email,AGENT-042,6.3517030126177225,49.50462774136604,1,1,0.0,2
TKT-0000054,2023-05-20 10:00:00,CUST-02204,Critical,Account,Phone,AGENT-097,12.059575867450395,137.92809497450403,1,1,1.0,2
TKT-0000055,2024-03-18 15:00:00,CUST-01528,Low,Bug,Social,AGENT-092,1.9448715354269304,65.56536250135363,4,0,0.0,4
TKT-0000056,2023-04-03 01:00:00,CUST-02412,Critical,Feature Request,Phone,AGENT-055,34.79857259575033,32.099271480102544,4,1,1.0,3
TKT-0000057,2023-12-31 04:00:00,CUST-01356,High,Feature Request,Email,AGENT-067,22.962653981435608,56.9920084850731,3,1,0.0,3
TKT-0000058,2024-05-11 16:00:00,CUST-02498,Critical,Technical,Chat,AGENT-023,22.86115818200198,18.870608775382888,1,0,1.0,3
TKT-0000059,2023-04-22 19:00:00,CUST-02288,Critical,Feature Request,Chat,AGENT-066,35.3006572269939,63.24842150799888,3,1,1.0,3
TKT-0000060,2024-02-20 02:00:00,CUST-00263,Critical,Feature Request,Phone,AGENT-053,5.534241450731367,50.44193378261578,2,0,0.0,3
TKT-0000061,2023-12-20 04:00:00,CUST-02050,Medium,Account,Email,AGENT-072,34.29925737017982,89.06201380562963,1,0,1.0,0
TKT-0000062,2023-12-02 08:00:00,CUST-02086,Medium,Feature Request,Social,AGENT-061,19.8000518983948,53.76016857427649,5,0,1.0,1
TKT-0000063,2024-03-25 10:00:00,CUST-02612,Low,Account,Chat,AGENT-072,8.837285742586086,143.77395324083344,5,1,0.0,0
TKT-0000064,2024-01-29 01:00:00,CUST-02841,Medium,Feature Request,Chat,AGENT-041,29.128550267913102,3.546230482197518,1,0,1.0,3
TKT-0000065,2023-10-03 13:00:00,CUST-00989,Low,Feature Request,Chat,AGENT-058,45.291740954821364,85.24091924491685,3,1,1.0,0
TKT-0000066,2023-11-22 07:00:00,CUST-01383,Critical,Account,Chat,AGENT-060,3.4969679001968537,,3,1,0.0,4
TKT-0000067,2023-12-09 17:00:00,CUST-02867,High,Feature Request,Phone,AGENT-035,23.364022998654352,153.1950355522603,1,1,,4
TKT-0000068,2023-06-09 05:00:00,CUST-01903,Low,Feature Request,Chat,AGENT-092,3.0874212759438358,157.79087304416342,1,0,0.0,1
TKT-0000069,2023-11-14 07:00:00,CUST-02407,,Bug,Chat,AGENT-063,4.986565749861713,52.34519951094555,5,0,,3
TKT-0000070,2023-11-19 02:00:00,CUST-00571,High,Billing,Phone,AGENT-001,35.92388172698014,160.8553438285684,2,1,1.0,4
TKT-0000071,2023-01-17 03:00:00,CUST-01084,Critical,Billing,Chat,AGENT-049,9.70487752089758,11.097902221135739,1,1,1.0,3
TKT-0000072,2023-06-24 01:00:00,CUST-00265,High,Billing,Phone,AGENT-033,4.251134399066521,161.15054197543844,4,1,1.0,4
TKT-0000073,2023-10-11 19:00:00,CUST-01722,Low,Billing,Phone,AGENT-070,46.88919641391497,119.9776553774923,3,1,1.0,4
TKT-0000074,2023-02-11 10:00:00,CUST-02122,Medium,Billing,Email,AGENT-056,36.299747320456355,,1,1,1.0,0
TKT-0000075,2023-12-02 07:00:00,CUST-01752,,Technical,Phone,AGENT-079,5.206792558960029,,5,0,0.0,0
TKT-0000076,2024-02-15 17:00:00,CUST-02028,Critical,Bug,Email,AGENT-094,23.683372975802676,66.22581686104434,3,1,1.0,3
TKT-0000077,2023-03-11 07:00:00,CUST-01015,Medium,Bug,Phone,AGENT-088,35.98635987096404,8.318101806580167,3,0,1.0,1
TKT-0000078,2023-08-12 23:00:00,CUST-01319,Medium,Feature Request,Chat,AGENT-080,5.63599511774739,138.87334628994702,4,0,1.0,2
TKT-0000079,2024-03-20 12:00:00,CUST-02072,Critical,Account,Chat,AGENT-027,8.433030077188958,88.47107919575049,1,0,1.0,0
,2024-03-14 11:00:00,CUST-01590,Medium,Feature Request,Phone,AGENT-074,37.45551313014568,127.01548264443598,3,0,1.0,2
TKT-0000081,2023-08-01 22:00:00,CUST-01235,Critical,Feature Request,Phone,AGENT-096,32.71340134886377,132.6765391852139,5,1,0.0,2
TKT-0000082,2024-05-09 19:00:00,CUST-00480,Medium,Bug,Chat,AGENT-050,31.84385731619205,54.49315868473177,5,1,1.0,0
TKT-0000083,2023-01-06 23:00:00,CUST-00438,High,Bug,Social,AGENT-034,15.264076959758404,77.5748294726043,4,1,1.0,0
TKT-0000084,2023-08-16 23:00:00,CUST-01348,High,Technical,Email,AGENT-006,2.3162807732614468,124.91935532192028,2,1,0.0,4
TKT-0000085,2023-08-11 05:00:00,CUST-02533,Medium,Feature Request,Social,AGENT-075,20.33124828430796,160.36711693311673,4,5,0.0,4
TKT-0000086,2023-07-30 17:00:00,CUST-01572,Medium,Bug,Social,AGENT-092,32.401470371720315,136.85280142272018,4,1,1.0,3
TKT-0000087,2024-04-12 14:00:00,CUST-00732,Medium,Bug,Chat,AGENT-028,11.676673642628371,161.83413918924828,5,1,0.0,1
TKT-0000088,2023-12-31 18:00:00,CUST-01180,Critical,Billing,Social,AGENT-097,44.92650420763249,11.594019335326552,2,1,1.0,0
TKT-0000089,2023-07-21 18:00:00,CUST-00353,Medium,Feature Request,Email,AGENT-092,39.33842965349739,52.20669025738993,3,0,0.0,3
TKT-0000090,2023-10-04 23:00:00,CUST-02426,High,Technical,Chat,AGENT-071,35.08850603666478,103.5773264171195,1,0,1.0,3
TKT-0000091,2024-04-06 14:00:00,CUST-02555,Medium,Bug,Email,AGENT-087,30.060953607624846,53.9182477771285,5,1,0.0,2
TKT-0000092,2024-03-19 23:00:00,CUST-01789,Low,Bug,Social,AGENT-085,30.999479607236907,10.081631392413815,2,0,0.0,0
TKT-0000093,2023-07-23 23:00:00,CUST-02965,Critical,Feature Request,Email,AGENT-020,14.525885071382866,164.66036848724016,3,0,1.0,4
TKT-0000094,2023-03-03 03:00:00,CUST-01679,Medium,Technical,Chat,AGENT-085,28.313437407436005,159.72909610137017,1,0,,2
,2024-01-11 14:00:00,CUST-00542,High,Technical,Social,AGENT-008,41.15551633154697,,2,0,0.0,3
TKT-0000096,2023-05-27 10:00:00,CUST-01911,Medium,Technical,Chat,AGENT-068,43.77955283242874,52.04598108014964,1,1,1.0,3
TKT-0000097,2024-03-10 07:00:00,CUST-00083,Critical,Account,Chat,AGENT-009,38.737274255768114,64.60143051377662,3,0,1.0,1
TKT-0000098,2024-02-20 06:00:00,CUST-02159,Medium,Technical,Phone,AGENT-034,35.87155254537821,36.34477975096968,1,1,1.0,0
TKT-0000099,2023-01-08 16:00:00,CUST-00860,High,Billing,Social,AGENT-088,25.945019076137164,,3,0,1.0,1
TKT-0000100,2023-10-16 12:00:00,CUST-01659,Low,Billing,Phone,AGENT-098,37.93990558841259,135.60106534991903,5,0,0.0,0
TKT-0000101,2023-05-28 21:00:00,CUST-00289,High,Technical,Social,AGENT-064,39.685407191789075,143.90403447438106,3,1,0.0,3
TKT-0000102,2023-08-28 05:00:00,CUST-01383,Low,Feature Request,Phone,AGENT-016,40.71274417137883,134.53296851065707,4,1,1.0,0
TKT-0000103,2024-03-27 16:00:00,CUST-01339,,Feature Request,Email,AGENT-049,24.477357709789946,12.044889077598146,3,1,0.0,4
TKT-0000104,2023-07-16 14:00:00,CUST-01155,Low,Account,Phone,AGENT-077,3.2908134954348203,46.77650740736768,4,0,1.0,4
TKT-0000105,2023-08-18 23:00:00,CUST-02846,High,Billing,Email,AGENT-032,24.602771333833157,147.4706303530506,3,1,1.0,1
TKT-0000106,2024-03-13 15:00:00,CUST-01067,High,Account,Social,AGENT-004,13.846642735247357,113.69189587947528,3,0,1.0,4
TKT-0000107,2023-07-30 17:00:00,CUST-01050,Medium,Billing,Chat,AGENT-028,36.99446998378363,45.17341439409956,3,0,0.0,3
TKT-0000108,2024-01-04 15:00:00,CUST-01698,Critical,Account,Chat,AGENT-083,30.585276425224322,125.53730975760361,1,1,1.0,0
TKT-0000109,2023-03-12 02:00:00,CUST-00190,Low,Billing,Phone,AGENT-007,42.64123705445165,114.51223803638015,1,0,1.0,1
TKT-0000110,2023-08-11 02:00:00,CUST-02331,Critical,Bug,Email,AGENT-003,41.953527398875465,159.84548003432533,4,1,1.0,1
TKT-0000111,2023-07-14 18:00:00,CUST-00027,Medium,Bug,Chat,AGENT-018,17.40324494400413,106.83125328687188,3,1,1.0,0
TKT-0000112,2024-02-11 07:00:00,CUST-02768,Medium,Technical,Email,AGENT-040,36.14906430850994,153.26130713969943,3,0,0.0,1
TKT-0000113,2024-01-17 02:00:00,CUST-00904,High,Billing,Email,AGENT-048,33.4811965695114,167.39401639713208,4,0,0.0,1
TKT-0000114,2023-10-20 06:00:00,CUST-01484,Medium,Feature Request,Social,AGENT-003,36.86940998191175,54.21459091988393,3,0,1.0,2
TKT-0000115,2023-06-02 15:00:00,CUST-02858,Low,Bug,Phone,AGENT-047,13.744271976964384,112.92381389119458,2,1,1.0,2
TKT-0000116,2024-04-09 16:00:00,CUST-02476,High,Account,Email,AGENT-053,40.70265912729329,11.92612165599852,4,1,1.0,0
,2024-04-01 10:00:00,CUST-00626,High,Bug,Email,AGENT-014,30.652477477866416,33.15404212616971,1,0,0.0,3
TKT-0000118,2024-04-03 21:00:00,CUST-00546,Low,Billing,Chat,AGENT-098,0.9879804377973773,113.0247591132825,3,1,1.0,3
TKT-0000119,2024-03-29 20:00:00,CUST-01349,Medium,Account,Chat,AGENT-079,39.831768532431646,80.20718451888452,4,1,0.0,3
TKT-0000120,2023-06-05 15:00:00,CUST-02235,Medium,Technical,Chat,AGENT-005,8.472879585737264,164.15154156800284,3,1,1.0,3
TKT-0000121,2023-10-07 03:00:00,CUST-01959,Critical,Bug,Email,AGENT-099,46.26580592480589,161.52649133374055,4,0,1.0,0
TKT-0000122,2023-09-01 16:00:00,CUST-00456,Low,Account,Chat,AGENT-040,0.8883335703871076,116.68167701866004,5,1,1.0,2
TKT-0000123,2023-05-03 01:00:00,CUST-02743,Critical,Billing,Chat,AGENT-008,19.893529960662967,57.2290598989638,3,0,0.0,0
TKT-0000124,2023-12-15 19:00:00,CUST-01387,,Bug,Phone,AGENT-055,17.093333955891485,3.2194231739453016,1,1,0.0,2
TKT-0000125,2023-06-26 05:00:00,CUST-00224,High,Account,Social,AGENT-071,37.533778262841174,45.22865409593727,4,0,1.0,1
TKT-0000126,2023-12-21 20:00:00,CUST-00601,High,Account,Phone,AGENT-041,7.310969217654867,63.509663951616524,1,1,0.0,1
TKT-0000127,2023-07-09 13:00:00,CUST-00336,High,Technical,Email,AGENT-082,10.869590195830083,83.31660698058027,3,1,0.0,3
TKT-0000128,2023-10-17 14:00:00,CUST-00742,Low,Bug,Email,AGENT-091,43.29682364189966,155.20105558515388,4,0,0.0,3
TKT-0000129,2023-12-30 02:00:00,CUST-00959,Low,Technical,Phone,AGENT-056,7.989490181643138,60.40688530001093,1,1,0.0,1
,2024-04-27 03:00:00,CUST-02247,Low,Account,Chat,AGENT-011,38.43306981062866,66.99299578870202,1,1,1.0,2
TKT-0000131,2023-10-14 19:00:00,CUST-00524,Low,Feature Request,Social,AGENT-071,18.59419000880792,26.7299577550827,4,0,,2
TKT-0000132,2023-06-06 01:00:00,CUST-02230,Medium,Feature Request,Phone,AGENT-072,44.28059402735531,34.43214440724727,2,0,0.0,1
TKT-0000133,2023-02-22 22:00:00,CUST-01566,Critical,Technical,Phone,AGENT-067,1.8794235941754902,75.65768864666303,3,1,1.0,0
TKT-0000134,2023-06-21 23:00:00,CUST-02336,High,Bug,Phone,AGENT-034,22.85383367852025,56.37094626587032,1,1,0.0,2
TKT-0000135,2023-07-02 12:00:00,CUST-02495,Critical,Feature Request,Chat,AGENT-039,20.11989321339982,53.160900429673895,2,0,1.0,1
TKT-0000136,2024-02-01 12:00:00,CUST-02143,High,Feature Request,Chat,AGENT-058,42.636922989773744,21.355855435443967,3,0,0.0,2
TKT-0000137,2023-05-21 14:00:00,CUST-02649,Low,Billing,Chat,AGENT-092,7.121388558037788,37.019582982883904,5,1,0.0,4
TKT-0000138,2023-10-03 02:00:00,CUST-00175,Medium,Account,Social,AGENT-024,32.68692315043045,40.596779163531465,3,1,1.0,3
TKT-0000139,2024-01-06 17:00:00,CUST-02984,Low,Technical,Phone,AGENT-032,18.54734128617664,166.05699615075656,3,0,1.0,4
TKT-0000140,2023-06-15 02:00:00,CUST-01731,Low,Account,Email,AGENT-045,40.716094829567005,164.76919725667352,1,1,1.0,1
TKT-0000141,2024-04-10 05:00:00,CUST-02583,High,Account,Chat,AGENT-052,26.823204278131087,92.60868520962238,3,1,0.0,3
TKT-0000142,2023-07-05 20:00:00,CUST-02969,Medium,Technical,Chat,AGENT-039,26.973996601345647,98.97131584628775,5,1,1.0,2
TKT-0000143,2024-04-11 02:00:00,CUST-02795,Critical,Billing,Social,AGENT-071,30.36397991416033,,3,1,0.0,4
TKT-0000144,2024-04-05 10:00:00,CUST-00081,Low,Feature Request,Chat,AGENT-011,27.895071991451665,60.9387212010501,5,0,1.0,4
TKT-0000145,2023-01-08 10:00:00,CUST-02882,Low,Technical,Phone,AGENT-032,3.627657070556225,82.4097655897967,4,1,1.0,4
TKT-0000146,2024-05-08 02:00:00,CUST-00523,Medium,Technical,Email,AGENT-088,33.85397860570786,20.252720922028317,3,1,0.0,4
TKT-0000147,2023-01-16 06:00:00,CUST-00059,Critical,Bug,Social,AGENT-035,8.847846366822088,34.7304654782517,3,0,1.0,1
TKT-0000148,2023-01-28 11:00:00,CUST-01105,Medium,Billing,Email,AGENT-034,26.174706680933006,49.877096937515894,2,0,1.0,0
TKT-0000149,2023-10-02 03:00:00,CUST-02427,Low,Account,Social,AGENT-091,25.95551356836858,29.47724073563711,4,0,0.0,3
TKT-0000150,2024-02-10 04:00:00,CUST-00281,Critical,Bug,Phone,AGENT-078,46.45726454775944,3.8307217738290236,4,0,0.0,2
TKT-0000151,2023-07-28 16:00:00,CUST-00100,Medium,Technical,Social,AGENT-072,2.040654734863711,72.84232489156598,5,0,0.0,0
TKT-0000152,2023-10-08 02:00:00,CUST-00421,Low,Bug,Email,AGENT-090,23.788122364609194,36.75723173391233,3,0,1.0,3
TKT-0000153,2023-02-01 23:00:00,CUST-01096,Critical,Technical,Chat,AGENT-055,7.154540427890661,25.41090970282677,1,1,1.0,1
TKT-0000154,2024-01-11 13:00:00,CUST-00730,Critical,Account,Email,AGENT-044,44.906816569414154,63.66589465267021,5,0,1.0,3
TKT-0000155,2023-11-28 20:00:00,CUST-00420,Low,Bug,Email,AGENT-038,27.997925258652238,46.587323219695094,1,0,1.0,2
TKT-0000156,2023-05-03 12:00:00,CUST-00205,High,Account,Social,AGENT-037,37.45759997240937,6.184596265068019,1,0,1.0,2
TKT-0000157,2023-08-15 20:00:00,CUST-00854,Medium,Technical,Social,AGENT-055,13.043025640459884,30.810599336213425,1,0,0.0,1
TKT-0000158,2023-12-08 07:00:00,CUST-01779,Critical,Feature Request,Email,AGENT-017,23.23746215790917,127.7504825285768,5,0,0.0,0
TKT-0000159,2023-03-25 15:00:00,CUST-02151,Critical,Feature Request,Phone,AGENT-041,41.94666076181185,65.93256072213639,5,0,,4
TKT-0000160,2024-04-08 23:00:00,CUST-00930,High,Feature Request,Chat,AGENT-020,9.630263034043562,66.76875275476814,3,0,1.0,0
TKT-0000161,2023-10-28 21:00:00,CUST-00152,Medium,Technical,Social,AGENT-043,30.09104523454056,9.790507560712761,1,0,1.0,2
TKT-0000162,2023-06-12 14:00:00,CUST-02106,Medium,Technical,Social,AGENT-042,26.652740517069734,50.602349273863254,2,1,0.0,0
TKT-0000163,2023-10-23 20:00:00,CUST-00389,Critical,Feature Request,Phone,AGENT-003,8.286623921061366,52.09182342762065,3,0,1.0,2
TKT-0000164,2024-02-24 13:00:00,CUST-01375,Low,Billing,Phone,AGENT-077,2.4671648224502256,101.69691521024075,3,0,1.0,1
TKT-0000165,2024-03-26 16:00:00,CUST-01647,Critical,Account,Social,AGENT-003,4.226291195452456,6.643938846665192,5,1,0.0,0
TKT-0000166,2024-02-06 09:00:00,CUST-00094,Low,Billing,Phone,AGENT-019,29.48041025884124,96.21486627895477,1,1,1.0,1
TKT-0000167,2023-12-23 13:00:00,CUST-02350,Critical,Account,Social,AGENT-087,2.012659329618616,60.05354941354321,4,5,0.0,4
TKT-0000168,2023-06-29 16:00:00,CUST-00672,High,Billing,Chat,AGENT-100,14.010087655735918,44.708510495466854,3,1,,3
TKT-0000169,2023-12-14 15:00:00,CUST-02252,Critical,Technical,Email,AGENT-008,40.91024515534544,39.81032824219658,4,1,1.0,0
TKT-0000170,2024-05-07 04:00:00,CUST-01779,Medium,Account,Chat,AGENT-069,35.94187995900013,53.59103123952495,5,1,0.0,2
TKT-0000171,2023-05-06 07:00:00,CUST-00256,Medium,Feature Request,Social,AGENT-062,25.280868008663493,90.94467059848745,5,0,0.0,0
TKT-0000172,2023-07-02 23:00:00,CUST-01796,High,Feature Request,Phone,AGENT-077,11.37818969445874,92.64014125151994,5,0,1.0,3
TKT-0000173,2023-08-24 07:00:00,CUST-02283,Critical,Account,Phone,AGENT-065,21.582648286353216,157.2764541195688,5,1,0.0,2
TKT-0000174,2023-03-11 14:00:00,CUST-00307,Low,Account,Chat,AGENT-096,35.164906228278014,167.05477763520722,4,0,0.0,2
TKT-0000175,2023-03-22 07:00:00,CUST-01848,Critical,Bug,Chat,AGENT-061,25.388630289271273,112.12443024680357,3,1,1.0,4
TKT-0000176,2023-08-08 16:00:00,CUST-01482,Medium,Bug,Email,AGENT-058,30.342288669726017,38.00757603368378,5,0,1.0,1
TKT-0000177,2023-01-06 02:00:00,CUST-01115,Medium,Account,Social,AGENT-092,23.75552196306623,28.169285908262495,2,1,0.0,4
TKT-0000178,2024-03-28 14:00:00,CUST-02738,Medium,Technical,Phone,AGENT-056,29.649272730797964,68.34638228335132,3,1,1.0,4
TKT-0000179,2024-01-03 03:00:00,CUST-01987,High,Billing,Chat,AGENT-062,31.203638820492998,86.47018094213094,4,1,0.0,2
TKT-0000180,2023-11-11 15:00:00,CUST-01483,Low,Billing,Social,AGENT-019,25.34508343284344,147.14645536501817,4,1,0.0,4
TKT-0000181,2023-01-01 20:00:00,CUST-00956,Critical,Feature Request,Phone,AGENT-040,26.211374414418664,98.9586591284258,1,0,1.0,1
TKT-0000182,2024-01-20 21:00:00,CUST-01648,Critical,Feature Request,Phone,AGENT-084,22.739079309054254,14.188157036125435,4,1,1.0,2
TKT-0000183,2023-11-04 11:00:00,CUST-02024,Low,Feature Request,Chat,AGENT-007,7.123538606187706,120.22608213618548,3,0,0.0,0
TKT-0000184,2023-04-23 22:00:00,CUST-01173,Medium,Bug,Email,AGENT-029,43.10876216512321,57.25595762593327,4,1,1.0,3
TKT-0000185,2023-03-16 20:00:00,CUST-02894,Low,Billing,Phone,AGENT-026,2.1268657526882144,18.663682415140123,2,0,1.0,0
TKT-0000186,2023-12-15 14:00:00,CUST-02423,Low,Account,Email,AGENT-089,20.428372507194318,110.85579100583487,4,1,0.0,3
TKT-0000187,2024-03-12 01:00:00,CUST-01932,Medium,Bug,Email,AGENT-061,28.875562202332695,139.20323167122908,5,1,0.0,4
TKT-0000188,2023-07-05 15:00:00,CUST-01199,Critical,Feature Request,Phone,AGENT-026,3.528910905180858,151.28264825963748,4,1,1.0,0
TKT-0000189,2023-05-08 20:00:00,CUST-01830,Critical,Feature Request,Email,AGENT-082,3.3076757492135904,160.6551893048734,4,1,0.0,1
TKT-0000190,2023-10-27 01:00:00,CUST-01374,High,Bug,Social,AGENT-022,17.29574712016258,124.33489921122226,2,1,0.0,0
TKT-0000191,2023-09-16 23:00:00,CUST-02549,Low,Technical,Chat,AGENT-044,35.866684756559,18.851233452076418,3,1,1.0,3
TKT-0000192,2024-02-10 09:00:00,CUST-00794,Medium,Bug,Email,AGENT-032,19.219641786669143,129.80971817709067,2,0,0.0,2
