return_id,order_id,return_date,customer_id,product_id,category,return_reason,refund_amount,return_shipping_cost,days_to_return,is_fraudulent,customer_rating_after_return
RET-000039,ORD-002083,2024-01-18,CUST-01415,PROD-0012,Beauty,Defective,986.5611384031956,70.38043157359664,24,0,5.0
RET-000040,ORD-000021,2023-12-08,CUST-01234,PROD-0100,Clothing,Wrong Item,1391.931742040358,70.75216735127049,6,0,5.0
RET-000041,ORD-005568,2024-01-20,CUST-01550,PROD-0471,Clothing,Size Issue,510.5848950872147,15.960995804323176,5,0,4.0
RET-000042,ORD-008150,2023-08-17,CUST-00929,PROD-0438,Home,Size Issue,636.4256173308219,30.622908337227905,9,0,3.0
RET-000043,ORD-004135,2023-06-25,CUST-00996,PROD-0335,Clothing,Changed Mind,1546.6714683077505,390.0623854626028,10,1,3.0
RET-000044,ORD-001241,2023-12-10,CUST-01488,PROD-0398,Electronics,Not as Described,277.6397545146611,14.42662298291637,2,1,
RET-000045,ORD-008037,2022-10-13,CUST-00886,PROD-0089,Electronics,Size Issue,755.6739224781871,57.31326486213405,24,0,1.0
RET-000046,ORD-001597,2023-09-08,CUST-00062,PROD-0179,Beauty,Wrong Item,1888.8072037843685,98.8478363367219,9,1,4.0
RET-000047,ORD-009262,2024-01-11,CUST-00372,,Clothing,Changed Mind,785.1528670329678,58.76941678629555,11,0,1.0
RET-000048,ORD-005437,2023-12-19,CUST-00680,PROD-0399,Beauty,Changed Mind,1101.4158216957073,11.617312811271141,2,0,3.0
RET-000049,ORD-000865,2022-12-18,CUST-01599,PROD-0483,Electronics,Defective,1779.7030417698998,47.71744545728009,10,0,1.0
RET-000050,ORD-007538,2023-11-30,CUST-01712,PROD-0397,Beauty,Size Issue,1015.2744558136504,36.24734727389605,0,1,4.0
RET-000051,ORD-002572,2024-03-03,CUST-00945,PROD-0267,Beauty,Changed Mind,242.49957518167045,92.02795352210056,10,0,1.0
RET-000052,,2024-03-25,CUST-01569,PROD-0281,Electronics,Defective,744.3319961845326,22.387679485452527,6,0,3.0
RET-000053,,2024-01-13,CUST-01039,PROD-0149,Clothing,Size Issue,1131.2513529309022,95.14520310548676,28,0,4.0
RET-000054,ORD-007812,2022-08-17,CUST-00175,PROD-0268,Beauty,Defective,1779.7359556462866,89.68394051855097,19,0,2.0
RET-000055,ORD-009481,2023-11-25,CUST-01594,PROD-0169,Home,Changed Mind,902.9630542662959,21.25465482485238,27,0,
RET-000056,ORD-008525,2023-12-11,CUST-00036,PROD-0371,Clothing,Not as Described,50.44679874565947,75.21955535721526,11,0,5.0
RET-000057,ORD-001019,2024-02-28,CUST-01189,PROD-0001,Home,Defective,740.6834565110128,15.125966889348607,28,0,3.0
RET-000058,ORD-007597,2023-09-25,CUST-00151,PROD-0366,Clothing,Wrong Item,163.9968830865335,64.3912178191223,22,0,3.0
RET-000059,ORD-008376,2023-01-26,CUST-01674,,Beauty,Wrong Item,176.01602571857558,68.68755188565379,0,0,4.0
RET-000060,ORD-002787,2023-02-17,CUST-01775,PROD-0342,Electronics,Not as Described,1501.0473582846794,64.68233766427281,4,0,5.0
RET-000061,ORD-000646,2024-02-05,CUST-01125,PROD-0221,Home,Changed Mind,1665.2925282442975,74.16015936757852,3,0,2.0
RET-000062,ORD-009401,2024-04-18,CUST-01774,PROD-0433,Electronics,Not as Described,814.9869474535227,61.15260859619076,16,0,1.0
RET-000063,ORD-004006,2023-03-15,CUST-01892,PROD-0410,Home,Wrong Item,1069.3431409261161,69.96098019980599,27,0,1.0
RET-000064,,2024-02-11,CUST-00415,PROD-0366,Electronics,Not as Described,178.81265597431235,85.83290963840572,13,0,2.0
RET-000065,ORD-006835,2023-08-24,CUST-00537,PROD-0498,Clothing,Wrong Item,952.3842058777647,60.90698122787669,0,1,5.0
RET-000066,ORD-009190,2022-07-25,CUST-01581,PROD-0287,Clothing,Defective,1591.3239279000013,58.09436029062582,8,0,3.0
RET-000067,ORD-009973,2023-02-24,CUST-01098,PROD-0493,Beauty,Size Issue,244.11001770408964,66.14526853092981,19,0,2.0
RET-000068,ORD-003234,2023-08-23,CUST-01085,PROD-0441,Beauty,Wrong Item,829.0920838660015,5.648920827040627,23,0,1.0
RET-000069,ORD-008471,2023-10-19,CUST-00035,PROD-0117,Clothing,Not as Described,1317.396870416488,23.507472853578637,14,0,
RET-000070,ORD-007473,2022-12-12,CUST-00789,PROD-0408,Clothing,Wrong Item,1931.3407293381254,70.72204579621018,28,0,4.0
RET-000071,ORD-005138,2024-01-09,CUST-00116,PROD-0212,Electronics,Wrong Item,1395.061308326983,64.09037327458832,10,0,2.0
RET-000072,ORD-005944,2023-06-07,CUST-00951,,Beauty,Defective,323.234354917162,11.669982271426438,16,0,5.0
RET-000073,ORD-001380,2023-09-21,CUST-00850,PROD-0418,Electronics,Changed Mind,1243.1075801671354,56.71673069347263,20,0,5.0
RET-000074,ORD-005076,2022-06-20,CUST-00040,PROD-0159,Home,Changed Mind,1312.406098744463,92.6150672627375,12,1,3.0
RET-000075,ORD-007669,2024-02-21,CUST-00047,PROD-0030,Electronics,Size Issue,652.6618046332818,93.65106803927262,8,0,3.0
RET-000076,,2022-09-22,CUST-01686,PROD-0498,Electronics,Not as Described,1236.313531333952,55.148309996817126,14,0,1.0
RET-000077,ORD-004544,2023-08-24,CUST-01329,PROD-0048,Home,Wrong Item,1264.6585537332744,11.050534691654235,0,0,2.0
RET-000078,ORD-005121,2023-06-04,CUST-00818,PROD-0351,Clothing,Size Issue,126.59129955511148,14.693545939173426,18,0,
RET-000079,ORD-003036,2022-12-08,CUST-01707,PROD-0308,Clothing,Defective,1503.1207498580059,39.72573807671211,24,0,3.0
RET-000080,ORD-005174,2023-01-21,CUST-00897,PROD-0050,Home,Size Issue,1555.618872159215,45.496758507941074,23,0,4.0
RET-000081,ORD-005891,2023-06-09,CUST-01612,PROD-0071,Beauty,Not as Described,1035.2485490312763,55.51068247441957,19,0,2.0
RET-000082,ORD-006936,2022-06-19,CUST-00795,PROD-0042,Beauty,Size Issue,1392.4985801583703,1.7802083246249434,15,0,2.0
RET-000083,ORD-003399,2023-08-27,CUST-00540,PROD-0114,Beauty,Not as Described,1382.4494488770727,28.487117076460944,11,0,
RET-000084,ORD-005016,2023-11-28,CUST-00222,PROD-0030,Electronics,Not as Described,1960.6086978761407,1.9801546304835105,3,0,2.0
RET-000085,ORD-007319,2022-11-16,CUST-01430,PROD-0150,Clothing,Wrong Item,1424.4948460848939,94.17656207119754,17,0,1.0
RET-000086,ORD-009585,2023-06-01,CUST-00920,PROD-0089,Clothing,Defective,338.3821064421281,93.39168574376643,21,0,5.0
RET-000087,ORD-007998,2022-07-10,CUST-01241,PROD-0379,Clothing,Changed Mind,1691.5342087843546,10.084521845697603,5,0,2.0
RET-000088,ORD-004495,2023-11-21,CUST-00591,,Beauty,Size Issue,449.89409866003405,45.03765591094198,22,0,2.0
RET-000089,ORD-003512,2023-11-29,CUST-00957,,Clothing,Wrong Item,982.8805794190339,93.77300805475231,14,1,2.0
RET-000090,ORD-009768,2022-10-12,CUST-00463,PROD-0497,Home,Defective,938.476789574681,44.31665919983686,17,0,2.0
RET-000091,ORD-001958,2023-02-20,CUST-01448,PROD-0244,Beauty,Size Issue,671.8249332379004,85.73297584771191,13,0,1.0
RET-000092,ORD-005996,2022-09-18,CUST-00280,PROD-0162,Beauty,Changed Mind,154.70920576680706,89.54860406488665,7,0,4.0
RET-000093,ORD-004417,2022-10-11,CUST-01146,PROD-0468,Beauty,Defective,1874.2354871572727,13.337665433783407,18,1,3.0
RET-000094,ORD-009158,2022-06-21,CUST-01519,PROD-0047,beauty,Size Issue,1419.3025961020699,60.20618445215638,13,0,1.0
RET-000095,ORD-000369,2023-11-05,CUST-00962,PROD-0467,Home,Size Issue,1621.0733217933514,99.16230838603559,11,0,4.0
RET-000096,ORD-007762,2022-11-03,CUST-01490,PROD-0345,Beauty,Defective,1144.1297582739262,9.966372410329594,1,0,3.0
RET-000097,ORD-001157,2023-04-11,CUST-01918,PROD-0455,Beauty,Defective,553.7375830979313,67.5115882866394,28,0,1.0
RET-000098,ORD-000601,2023-04-17,CUST-01491,PROD-0226,Clothing,Size Issue,1783.4233815549367,46.94269279618348,2,0,2.0
RET-000099,ORD-004948,2023-08-15,CUST-00791,PROD-0300,Clothing,Defective,853.161588277463,97.46141935796686,16,0,2.0
RET-000100,ORD-000246,2023-08-19,CUST-01401,PROD-0185,Electronics,Wrong Item,316.1853378334491,64.1386010708121,22,0,4.0
RET-000101,ORD-002831,2023-12-29,CUST-01416,PROD-0421,Clothing,Defective,1449.940367966361,8.082421824568964,5,0,5.0
RET-000102,ORD-000799,2023-05-02,CUST-00387,PROD-0398,Electronics,Wrong Item,57.87363852274808,49.94536376350135,25,0,3.0
RET-000103,ORD-007445,2023-03-24,CUST-01491,PROD-0161,Home,Wrong Item,718.097665068534,12.976312741780948,21,0,1.0
RET-000104,ORD-003760,2022-09-18,CUST-01822,PROD-0412,Home,Size Issue,86.97778981653617,64.03018769908009,28,1,2.0
RET-000105,ORD-002464,2022-09-27,CUST-01655,PROD-0498,Beauty,Wrong Item,53.46723806481351,38.49596203682343,0,0,1.0
RET-000106,ORD-004436,2023-07-28,CUST-01914,PROD-0428,Clothing,Defective,1360.9184148757467,28.452426661049866,20,0,4.0
RET-000107,ORD-004415,2022-11-29,CUST-00807,PROD-0153,Beauty,Size Issue,1777.3233403528604,84.32435417386165,21,0,2.0
RET-000108,ORD-009978,2023-11-30,CUST-01226,PROD-0218,Home,Size Issue,1170.7384565800667,4.429426090199096,13,1,5.0
RET-000109,ORD-000546,2024-04-13,CUST-01611,,Clothing,Size Issue,1979.7868958892798,19.816193278763016,23,1,3.0
RET-000110,ORD-001332,2022-07-03,CUST-01320,PROD-0341,Clothing,Not as Described,1374.081643673485,26.735370668771374,1,0,2.0
RET-000111,ORD-006681,2023-09-22,CUST-01097,PROD-0174,Electronics,Wrong Item,861.1025711873247,81.62267343612959,29,1,5.0
RET-000112,ORD-000935,2023-02-21,CUST-01870,PROD-0209,Home,Not as Described,1161.5108290556507,67.06036481784952,26,0,2.0
RET-000113,ORD-006434,2023-05-15,CUST-00207,PROD-0085,Beauty,Defective,1880.6604313587181,75.44971313795756,2,0,3.0
RET-000114,ORD-009394,2023-02-19,CUST-00261,PROD-0393,Beauty,Size Issue,1958.5725095768523,33.08333225448864,11,0,2.0
RET-000115,ORD-009720,2023-08-08,CUST-01568,PROD-0144,Beauty,Size Issue,1298.6571947684802,21.46908874279453,3,1,3.0
RET-000116,ORD-007958,2024-02-28,CUST-01966,PROD-0477,Clothing,Not as Described,1053.282181923757,53.16878503226737,14,0,3.0
RET-000117,ORD-004076,2022-11-21,CUST-00134,PROD-0221,Beauty,Not as Described,1099.7329055159669,26.543419429914938,1,0,2.0
RET-000118,ORD-002425,2022-10-02,CUST-01571,PROD-0267,Home,Wrong Item,1617.960112842557,55.78061051808846,2,0,4.0
RET-000119,ORD-007553,2022-07-12,CUST-00775,PROD-0068,Clothing,Defective,754.4644921208244,6.982773434275247,8,0,1.0
RET-000120,ORD-008285,2023-07-15,CUST-00608,PROD-0008,Home,Size Issue,1022.5534237412874,42.80740671380555,9,0,1.0
RET-000121,ORD-003259,2024-04-17,CUST-00462,PROD-0204,Beauty,Changed Mind,131.66271891894877,19.47406618931973,15,0,3.0
RET-000122,ORD-002478,2024-02-09,CUST-01753,PROD-0101,Home,Wrong Item,1527.5988417906221,20.034956784811943,26,0,2.0
RET-000123,ORD-002292,2023-12-26,CUST-01179,PROD-0266,Electronics,Wrong Item,1637.3072955634786,98.65415855322938,13,1,3.0
RET-000124,ORD-001862,2023-12-05,CUST-01647,PROD-0239,Home,Changed Mind,329.9437403164719,17.46603160884822,23,0,3.0
RET-000125,ORD-008495,2023-06-28,CUST-01667,PROD-0403,Electronics,Size Issue,580.1852632095225,16.815170736800855,2,0,4.0
RET-000126,ORD-007483,2023-02-08,CUST-00846,PROD-0335,Electronics,Not as Described,1543.0642027368954,69.24531652406105,14,1,4.0
RET-000127,ORD-008759,2022-10-23,CUST-01793,PROD-0249,Clothing,Defective,867.8833151557503,87.76587188362222,29,1,4.0
RET-000128,ORD-004745,2022-12-15,CUST-01438,PROD-0445,Electronics,Changed Mind,463.509605009746,39.54419349158702,25,1,3.0
RET-000129,ORD-002056,2022-08-04,CUST-01000,PROD-0468,Clothing,Size Issue,717.7665651114603,71.91787032977336,20,0,5.0
RET-000130,ORD-006730,2024-04-29,CUST-01645,PROD-0410,Home,Defective,13.194636759841448,49.5497354520859,14,0,1.0
RET-000131,ORD-008621,2023-11-08,CUST-00012,PROD-0316,Clothing,Changed Mind,785.2830337032093,99.11298510850004,4,0,1.0
RET-000132,ORD-006894,2023-06-12,CUST-00548,PROD-0295,Clothing,Wrong Item,1763.1718606899842,3.2159527203705407,17,1,2.0
RET-000133,ORD-002727,2023-11-12,CUST-00103,PROD-0072,Home,Not as Described,1995.4368845932563,60.00291220450799,4,0,2.0
RET-000134,ORD-009948,2023-02-05,CUST-01456,PROD-0045,Home,Wrong Item,412.5379465160135,17.501120726997822,19,0,4.0
RET-000135,ORD-005926,2023-05-07,CUST-00949,PROD-0260,Home,Not as Described,1490.3467016209352,71.7173381217754,17,0,4.0
RET-000136,ORD-008179,2023-03-30,CUST-01315,PROD-0342,Beauty,Size Issue,198.0068801448464,94.89772615294606,11,0,5.0
RET-000137,ORD-004565,2023-01-12,CUST-00884,PROD-0447,Home,Size Issue,1803.1045694258964,98.23223661333039,29,0,5.0
RET-000138,ORD-006946,2022-09-01,CUST-01157,PROD-0415,Home,Size Issue,848.256043661048,57.269812134811495,10,0,1.0
RET-000139,ORD-003000,2023-12-05,CUST-00406,PROD-0225,Home,Not as Described,1559.2458499655509,78.44668362967973,29,0,4.0
RET-000140,ORD-000030,2023-02-24,CUST-01596,PROD-0272,Beauty,Changed Mind,1942.770195926397,3.844083288153066,15,0,1.0
RET-000141,ORD-003334,2023-07-18,CUST-01505,PROD-0404,Home,Wrong Item,964.7417573320977,10.0737513745213,18,0,3.0
RET-000142,ORD-002782,2022-06-21,CUST-00147,PROD-0018,Beauty,Changed Mind,471.2367551542212,22.78721642526301,8,0,5.0
RET-000143,ORD-001631,2023-01-31,CUST-00298,PROD-0248,Beauty,Not as Described,1181.3967761909682,60.39153060259012,20,0,4.0
RET-000144,ORD-006673,2023-05-27,CUST-01522,PROD-0423,Home,Changed Mind,987.5019419476582,60.03181475391411,8,1,1.0
RET-000145,ORD-008059,2023-01-14,CUST-01033,PROD-0324,Home,Size Issue,231.12813601200773,52.61978665308986,0,0,2.0
RET-000146,ORD-001532,2023-03-26,CUST-01404,PROD-0149,Electronics,Changed Mind,1309.9837342608885,12.070155494598911,14,0,2.0
RET-000147,ORD-000963,2023-12-18,CUST-01798,PROD-0207,Electronics,Changed Mind,1521.5512533100823,24.8991776946766,26,0,4.0
RET-000148,ORD-006545,,CUST-01935,PROD-0497,Clothing,Not as Described,140.00642666040093,61.58591088239118,26,0,
RET-000149,ORD-009723,2023-02-11,CUST-01903,PROD-0436,Home,Wrong Item,1215.8564083606896,45.95842424295938,5,0,4.0
RET-000150,ORD-007243,2023-01-17,CUST-00771,PROD-0001,Clothing,Defective,1030.4379129289032,61.92373016883358,20,0,4.0
RET-000151,ORD-009158,2022-09-21,CUST-00822,PROD-0154,Electronics,Defective,361.83243566768067,88.08858111426355,4,1,4.0
RET-000152,ORD-000513,2023-07-05,CUST-00621,PROD-0001,Home,Not as Described,1550.145663169155,44.704067631429176,10,0,1.0
RET-000153,,,CUST-01869,PROD-0157,Clothing,Wrong Item,301.80180263481265,95.09718576099786,11,0,3.0
RET-000154,ORD-008101,2024-01-07,CUST-00900,PROD-0285,Beauty,Defective,632.3134424243351,8.602923225336834,15,0,4.0
RET-000155,ORD-008475,2023-03-16,CUST-01592,PROD-0223,Beauty,Size Issue,1258.4879739835017,33.185600810810065,7,0,5.0
RET-000156,ORD-006421,2022-12-04,CUST-01654,PROD-0169,Clothing,Not as Described,629.0959560023052,51.94805572685812,20,0,5.0
RET-000157,,2023-09-02,CUST-01959,PROD-0357,Clothing,Defective,1611.7465285067851,51.73470765915916,25,1,5.0
RET-000158,ORD-001253,2024-02-06,CUST-00535,PROD-0215,Electronics,Defective,621.2015804325562,1.3202317545625286,8,0,4.0
RET-000159,ORD-003157,2024-01-20,CUST-00303,PROD-0336,Electronics,Defective,296.4080843435796,98.7364062426869,11,0,2.0
RET-000160,ORD-002657,2023-11-15,CUST-00944,PROD-0177,Beauty,Defective,619.6636658398555,50.52823267259925,19,0,1.0
RET-000161,ORD-006291,2023-06-29,CUST-00341,PROD-0075,Beauty,Wrong Item,1947.7433395691617,22.479415623644005,23,0,1.0
RET-000162,ORD-002313,2023-02-04,CUST-00515,PROD-0178,Electronics,Size Issue,1982.1443223487859,27.769421381274718,5,0,4.0
RET-000163,ORD-004071,2023-05-12,CUST-01224,PROD-0263,Clothing,Size Issue,1011.0244075573053,15.646901706568904,25,0,4.0
RET-000164,ORD-004028,2024-02-08,CUST-01403,PROD-0308,Beauty,Changed Mind,546.27674447884,11.140102857200873,2,0,5.0
RET-000165,ORD-000268,2023-07-20,CUST-00756,PROD-0482,Clothing,Wrong Item,982.3629806226226,95.82659941640034,28,0,2.0
RET-000166,ORD-004230,2024-03-26,CUST-00854,PROD-0430,Beauty,Not as Described,435.5629646533801,69.52465810871433,17,0,
RET-000167,ORD-001494,2023-08-15,CUST-00313,PROD-0113,Home,Defective,1555.513370956079,43.582916248055405,7,0,2.0
RET-000168,ORD-003729,2024-01-23,CUST-00865,PROD-0138,Home,Defective,505.750645240747,23.301439100104858,29,1,1.0
RET-000169,ORD-007965,2023-01-15,CUST-01926,PROD-0343,Home,Wrong Item,542.2297569710882,74.94156965250383,14,0,1.0
RET-000170,ORD-005259,2023-07-14,CUST-01067,,Beauty,Changed Mind,912.3284080922311,90.4507488613984,25,0,2.0
RET-000171,ORD-005037,,CUST-01978,PROD-0404,Beauty,Size Issue,703.5941713908566,53.13900950091449,26,0,1.0
RET-000172,ORD-002233,2023-05-05,CUST-00752,PROD-0374,Home,Size Issue,1436.433656064197,65.32320556298413,0,1,3.0
RET-000173,ORD-002337,2022-09-16,CUST-00947,PROD-0131,Electronics,Changed Mind,421.48265367518064,98.57583876653037,14,0,3.0
RET-000174,ORD-008772,2022-12-09,CUST-01790,PROD-0257,Beauty,Not as Described,570.5407123663223,32.51400854243464,2,0,2.0
RET-000175,ORD-004090,2022-08-24,CUST-00692,PROD-0283,Electronics,Changed Mind,1315.7138319754035,82.10935163645131,12,0,5.0
RET-000176,ORD-006713,2023-01-17,CUST-00498,PROD-0329,Beauty,Changed Mind,1269.583264370527,60.47653173161579,14,0,5.0
RET-000177,ORD-000718,2023-11-28,CUST-01718,PROD-0381,Clothing,Wrong Item,778.9164604053537,23.12621926404904,21,0,5.0
RET-000178,ORD-006628,2023-02-03,CUST-01693,PROD-0387,Home,Size Issue,1975.586709812707,22.93408312082694,29,0,1.0
RET-000179,ORD-005151,2023-10-06,CUST-00404,PROD-0300,Electronics,Not as Described,498.57205673954036,95.89459405140892,2,0,2.0
RET-000180,ORD-006742,2022-09-20,CUST-01822,PROD-0419,Clothing,Not as Described,1350.342205024254,40.76764250147179,4,0,3.0
RET-000181,ORD-000258,2023-04-20,CUST-00038,PROD-0033,Home,Size Issue,1166.9449493624404,12.967249069131858,1,1,2.0
RET-000182,ORD-003697,2023-06-23,CUST-00190,PROD-0060,Electronics,Wrong Item,24.72737349129951,96.32124300358517,26,0,3.0
RET-000183,ORD-008260,2022-08-04,CUST-00467,PROD-0151,Home,Wrong Item,1449.6400086293256,84.90754913231432,16,1,4.0
RET-000184,ORD-004322,2023-05-25,CUST-01412,PROD-0013,Home,Wrong Item,318.1570121157117,22.241728579773646,25,0,
RET-000185,ORD-001942,2023-11-21,CUST-01118,PROD-0403,Home,Changed Mind,1383.2829647253645,39.67534791105217,7,1,2.0
RET-000186,ORD-008633,2023-08-30,CUST-01938,PROD-0360,Beauty,Defective,1820.2814165745094,30.671525297407964,10,1,2.0
RET-000187,ORD-008636,2023-01-27,CUST-01099,PROD-0487,Electronics,Changed Mind,669.0334600083805,99.31303712099479,9,0,4.0
RET-000188,ORD-002697,2022-08-11,CUST-00344,PROD-0029,Electronics,Wrong Item,1084.4413566433627,82.52427603595424,15,1,1.0
RET-000189,ORD-007278,2024-03-02,CUST-00506,PROD-0021,Clothing,Size Issue,835.3468134997469,49.049165937249825,15,1,1.0
RET-000190,ORD-006456,2023-10-26,CUST-01902,PROD-0482,Beauty,Wrong Item,405.0793798348057,424.79183613376983,1,0,1.0
RET-000191,,2023-02-18,CUST-01536,PROD-0433,Beauty,Size Issue,1217.9314904306586,33.75101649883583,4,1,5.0
RET-000192,ORD-006531,2023-03-02,CUST-00101,PROD-0133,Electronics,Not as Described,1151.7365730322142,8.904704646585127,15,0,4.0
RET-000193,ORD-007399,2024-04-02,CUST-01214,PROD-0369,Home,Defective,895.6136689008282,72.02244050260234,16,1,1.0
RET-000194,ORD-008258,2023-09-13,CUST-00007,PROD-0475,Beauty,Defective,1721.721509438983,90.15847391143792,23,1,3.0
RET-000195,ORD-002102,2023-08-06,CUST-00819,PROD-0188,Clothing,Defective,1248.146375795219,34.228533163811036,24,0,2.0
RET-000196,ORD-003938,2022-09-06,CUST-00773,PROD-0472,Electronics,Size Issue,1922.1113509481866,42.907885324669735,24,0,1.0
RET-000197,ORD-001344,2022-10-19,CUST-00872,PROD-0195,Electronics,Changed Mind,812.751655097064,87.76662776958032,5,0,1.0
RET-000198,ORD-000904,2023-03-21,CUST-00316,PROD-0495,Beauty,Not as Described,1852.669779179275,72.46167789069241,4,0,4.0
RET-000199,ORD-002860,2022-10-11,CUST-00306,PROD-0345,Clothing,Size Issue,704.2898842543492,97.64320915236503,22,1,4.0
RET-000200,ORD-005877,2023-07-13,CUST-01640,PROD-0225,Clothing,Defective,1778.5058939368623,19.00865949562387,3,0,2.0
RET-000201,ORD-004306,2023-08-28,CUST-01339,PROD-0381,Clothing,Defective,438.81559107746705,34.91141767284773,8,1,4.0
RET-000202,ORD-006636,2024-03-06,CUST-01110,PROD-0218,Home,Wrong Item,1509.144967457588,52.71916334991356,18,0,5.0
