order_id,customer_id,order_date,product,category,region,quantity,unit_price,discount,sales,profit,payment_method,shipping_days,customer_segment,sales_rep,total_sales
ORD-000035,CUST-01732,2022-05-29,Tablet,Accessories,West,2,530,0.0,13104,55.0,Net Banking,14,Regular,John,1060.0
ORD-000036,CUST-01394,2024-04-15,Laptop,Wearables,East,4,958,0.0,2939,861.0,Net Banking,10,VIP,John,3832.0
ORD-000037,CUST-01139,2024-08-23,Watch,Wearables,South,9,1612,0.0,567,148.0,UPI,13,Regular,Priya,14508.0
ORD-000038,CUST-00637,2022-10-31,Watch,Accessories,East,2,329,0.05,14588,844.0,UPI,5,VIP,John,625.1
ORD-000039,CUST-00882,2024-05-07,Laptop,Accessories,South,9,469,0.05,8300,718.0,Credit Card,2,Regular,Aman,4009.95
ORD-000040,CUST-01379,2022-08-13,Phone,Wearables,East,5,277,0.0,3488,545.0,PayPal,9,Regular,John,1385.0
ORD-000041,CUST-00419,2023-05-27,Mouse,Accessories,south,2,1980,0.1,17280,276.0,PayPal,14,Premium,John,3564.0
ORD-000042,CUST-00380,2023-11-28,Tablet,Accessories,West,4,1533,0.1,5686,52.0,UPI,5,Regular,John,5518.8
ORD-000043,CUST-01557,2023-04-12,Watch,Electronics,West,7,667,0.1,8022,671.0,Net Banking,8,Premium,Sarah,4202.1
ORD-000044,CUST-00397,2022-05-31,Headphones,Electronics,Central,8,1713,0.0,4557,139.0,Credit Card,8,Regular,Priya,13704.0
ORD-000045,CUST-01471,2023-09-08,Phone,Electronics,East,3,1393,0.05,3954,502.0,UPI,4,Premium,Sarah,3970.0499999999997
ORD-000046,CUST-01409,2022-10-18,Laptop,Wearables,North,1,1329,0.0,1126,139.0,UPI,4,Premium,Aman,1329.0
ORD-000047,CUST-02473,2022-05-30,Watch,Wearables,West,4,892,0.05,4731,209.0,Credit Card,14,Regular,John,3389.6
ORD-000048,CUST-01084,2024-02-04,Phone,Wearables,West,2,1863,0.0,2800,158.0,PayPal,1,VIP,John,3726.0
ORD-000049,CUST-00178,2023-11-13,Laptop,Electronics,East,8,999,0.0,14768,330.0,Net Banking,5,VIP,Priya,7992.0
ORD-000050,CUST-02989,2024-05-19,Mouse,Accessories,East,4,1874,0.15,1087,399.0,UPI,9,Regular,John,6371.599999999999
ORD-000051,CUST-01882,2024-03-31,Phone,Electronics,,2,1074,0.05,2820,-25.0,Credit Card,12,Regular,John,2040.6
ORD-000052,CUST-02197,2024-04-27,Speaker,Accessories,South,6,1923,0.0,5694,196.0,PayPal,5,Premium,John,11538.0
ORD-000053,CUST-00512,2023-12-21,Watch,Accessories,West,6,181,0.0,714,82.0,PayPal,5,VIP,John,1086.0
ORD-000054,CUST-01551,2022-02-05,Keyboard,Accessories,East,4,945,0.05,4314,982.0,Net Banking,14,VIP,Aman,3591.0
ORD-000055,CUST-00323,2023-09-06,Tablet,Electronics,Central,6,861,0.15,11058,426.0,UPI,6,Premium,Aman,4391.099999999999
ORD-000056,CUST-02262,2022-11-24,Tablet,Wearables,East,2,1316,0.05,12975,948.0,Net Banking,6,Premium,Priya,2500.4
ORD-000057,CUST-01201,2022-11-13,Phone,Electronics,South,2,717,0.2,18384,198.0,UPI,8,VIP,John,1147.2
ORD-000058,CUST-02575,2023-05-30,Speaker,Accessories,East,4,1312,0.0,5376,590.0,PayPal,14,Regular,Sarah,5248.0
ORD-000059,CUST-02534,2023-12-07,Speaker,Electronics,North,8,1399,0.05,2223,472.0,PayPal,1,Regular,Sarah,10632.4
ORD-000060,CUST-01482,2022-05-07,Mouse,Accessories,South,7,1197,0.1,2144,575.0,Net Banking,5,Premium,John,7541.1
ORD-000061,CUST-02365,2022-10-08,Mouse,Accessories,South,9,1133,0.05,3046,890.0,Net Banking,9,Premium,John,9687.15
ORD-000062,CUST-00788,2024-05-18,Headphones,Accessories,East,8,1758,0.0,1236,403.0,UPI,3,Regular,John,14064.0
ORD-000063,CUST-02886,2023-12-25,Keyboard,Electronics,Central,5,315,0.05,15284,137.0,Net Banking,11,Premium,John,1496.25
ORD-000064,CUST-00285,,Watch,Accessories,East,2,389,0.05,13556,91.0,PayPal,7,VIP,Priya,739.0999999999999
ORD-000065,CUST-00188,2023-05-05,Tablet,Accessories,West,5,544,0.1,628,951.0,Net Banking,7,Regular,Aman,2448.0
ORD-000066,CUST-02709,2023-10-09,Watch,Electronics,West,8,1022,0.1,1236,328.0,UPI,12,Regular,,7358.400000000001
ORD-000067,CUST-00934,2024-04-28,Mouse,Accessories,Central,9,651,0.1,1598,-17.0,UPI,60,VIP,Aman,5273.1
ORD-000068,CUST-01186,2022-08-09,Speaker,Wearables,North,9,292,0.05,3735,397.0,UPI,10,Regular,Priya,2496.6
ORD-000069,CUST-00327,2023-05-22,Watch,Accessories,North,1,1762,0.0,5110,136.0,UPI,3,Premium,Aman,1762.0
ORD-000070,CUST-00954,2022-10-26,Watch,Wearables,West,9,388,0.0,4832,48.0,Credit Card,7,Premium,Priya,3492.0
ORD-000071,CUST-00414,2023-12-23,Keyboard,Wearables,East,7,682,0.1,4595,750.0,PayPal,3,VIP,Priya,4296.6
ORD-000072,CUST-01557,2024-09-16,Keyboard,Wearables,South,9,1772,0.2,414,511.0,UPI,6,VIP,Aman,12758.400000000001
ORD-000073,CUST-01139,2023-01-21,Headphones,Accessories,South,8,1267,0.0,8336,,PayPal,8,Premium,Priya,10136.0
ORD-000074,CUST-01858,2022-03-02,Mouse,Wearables,West,1,1512,0.05,17388,958.0,Net Banking,8,Regular,Aman,1436.3999999999999
ORD-000075,CUST-02604,2024-04-09,Laptop,Accessories,Central,8,1989,0.0,3015,843.0,UPI,6,VIP,Sarah,15912.0
ORD-000076,CUST-01495,2022-12-08,Headphones,Electronics,South,8,1530,0.0,2092,-4.0,UPI,2,VIP,Aman,12240.0
ORD-000077,CUST-00667,2022-06-06,Laptop,Wearables,Central,3,1934,0.05,12666,306.0,UPI,1,Premium,Sarah,5511.9
ORD-000078,CUST-01517,2024-04-27,Mouse,Electronics,East,1,1493,0.05,8628,859.0,PayPal,3,VIP,Sarah,1418.35
ORD-000079,CUST-01456,2024-01-04,Keyboard,Electronics,Central,8,956,0.0,14754,424.0,Net Banking,14,Premium,Priya,7648.0
ORD-000080,CUST-00859,2022-08-04,Tablet,Electronics,West,3,1564,0.1,4494,825.0,UPI,3,Regular,John,4222.8
ORD-000081,CUST-02746,2024-05-18,Laptop,Wearables,,3,880,0.1,16792,388.0,PayPal,7,Premium,,2376.0
ORD-000082,CUST-01094,2024-01-21,Laptop,Wearables,South,1,995,0.2,905,303.0,PayPal,4,Regular,Sarah,796.0
ORD-000083,CUST-02875,2024-08-14,Keyboard,Electronics,South,5,1019,0.0,2092,673.0,Credit Card,2,Premium,,5095.0
ORD-000084,CUST-02800,2024-04-09,Headphones,Electronics,Central,7,1774,0.05,14800,302.0,UPI,2,Regular,Aman,11797.099999999999
ORD-000085,CUST-02655,2022-08-19,Watch,Electronics,West,9,663,0.0,4499,350.0,Net Banking,12,Regular,Aman,5967.0
ORD-000086,CUST-00293,2023-12-19,Mouse,Electronics,West,7,1652,0.0,13116,83.0,Credit Card,7,Premium,Priya,11564.0
ORD-000087,CUST-02496,2024-01-24,Phone,Electronics,East,9,1800,0.05,8220,176.0,UPI,8,Premium,Priya,15390.0
ORD-000088,CUST-02601,2022-02-23,Headphones,Accessories,Central,8,112,0.1,366,794.0,UPI,11,Regular,Priya,806.4
ORD-000089,CUST-00701,,Tablet,Electronics,,2,1825,0.0,8916,-40.0,UPI,5,VIP,Aman,3650.0
ORD-000090,CUST-02188,2024-06-05,Headphones,Electronics,Central,1,1086,0.2,10260,889.0,Net Banking,2,Regular,Priya,868.8000000000001
ORD-000091,CUST-02987,2024-03-05,Headphones,Wearables,,7,439,0.1,5210,45.0,Net Banking,3,VIP,Sarah,2765.7000000000003
ORD-000092,CUST-01003,2022-07-03,Tablet,Wearables,South,7,964,0.1,2556,82.0,UPI,1,Premium,John,6073.2
ORD-000093,CUST-00670,2024-05-27,Mouse,Accessories,North,8,1997,0.1,6324,214.0,PayPal,10,VIP,Priya,14378.4
ORD-000094,CUST-01894,2023-05-15,Laptop,Wearables,South,5,1987,0.0,11856,558.0,Credit Card,4,Premium,Aman,9935.0
ORD-000095,CUST-01555,2024-01-15,Keyboard,Accessories,Central,3,1899,0.1,4997,643.0,Credit Card,7,Premium,Aman,5127.3
ORD-000096,CUST-01106,2023-02-06,Phone,Accessories,East,8,411,0.0,1948,895.0,Net Banking,10,Regular,Aman,3288.0
ORD-000097,CUST-02622,2022-11-03,Keyboard,Electronics,East,6,832,0.15,2103,708.0,Net Banking,12,Premium,Sarah,4243.2
ORD-000098,CUST-02819,2024-04-14,Speaker,Wearables,North,3,1227,0.0,3393,551.0,PayPal,9,VIP,John,3681.0
ORD-000099,CUST-02282,2023-11-07,Headphones,Wearables,West,1,438,0.0,1640,829.0,Net Banking,3,VIP,Sarah,438.0
ORD-000100,CUST-00900,2024-07-23,Watch,Wearables,North,3,1321,0.05,1098,792.0,Credit Card,4,Regular,Aman,3764.85
ORD-000101,CUST-02805,2024-05-18,Keyboard,Electronics,North,5,399,0.0,10941,-65.0,UPI,12,VIP,Aman,1995.0
ORD-000102,CUST-01329,2022-06-13,Watch,Wearables,Central,3,1567,0.0,18148,688.0,PayPal,6,Premium,John,4701.0
ORD-000103,CUST-00230,2022-01-23,Headphones,Accessories,East,1,458,0.0,2392,979.0,UPI,1,VIP,John,458.0
ORD-000104,CUST-00939,2023-07-16,Keyboard,Wearables,North,5,1491,0.15,2877,964.0,PayPal,5,Regular,John,6336.75
ORD-000105,CUST-00132,,Mouse,Wearables,East,7,268,0.05,1203,282.0,Net Banking,10,VIP,Aman,1782.1999999999998
ORD-000106,CUST-01293,2022-12-12,Headphones,Accessories,Central,7,1272,0.0,8476,68.0,Credit Card,14,Premium,John,8904.0
ORD-000107,CUST-01644,2023-03-09,Tablet,Electronics,North,9,860,0.0,3920,70.0,UPI,5,Regular,Priya,7740.0
ORD-000108,CUST-01097,2023-11-26,Keyboard,Wearables,South,3,867,0.0,7143,638.0,PayPal,10,VIP,Aman,2601.0
ORD-000109,CUST-00272,2023-04-30,Watch,Accessories,East,7,1081,0.05,17044,497.0,UPI,9,VIP,Aman,7188.65
ORD-000110,CUST-00865,2022-12-23,Keyboard,Electronics,South,1,141,0.1,1316,146.0,UPI,9,VIP,Sarah,126.9
ORD-000111,CUST-02324,2024-02-15,Tablet,Wearables,West,4,301,0.0,2042,47.0,PayPal,13,VIP,Sarah,1204.0
ORD-000112,CUST-02941,2023-02-05,Laptop,Electronics,Central,4,1069,0.0,5796,340.0,Credit Card,1,Regular,Sarah,4276.0
ORD-000113,CUST-01289,2023-02-05,Watch,Accessories,East,5,1367,0.0,150,261.0,PayPal,3,Premium,John,6835.0
ORD-000114,CUST-00871,2022-03-15,Keyboard,Electronics,West,7,1792,0.0,7556,121.0,Net Banking,13,VIP,Aman,12544.0
ORD-000115,CUST-02685,2023-06-25,Mouse,Accessories,East,7,563,0.0,13746,557.0,PayPal,4,VIP,John,3941.0
ORD-000116,CUST-02045,2024-01-15,Watch,Wearables,South,4,548,0.1,11643,7.0,UPI,12,VIP,Priya,1972.8
ORD-000117,CUST-01621,2022-10-17,Tablet,Accessories,Central,7,1012,0.0,1704,475.0,UPI,1,Regular,Priya,7084.0
ORD-000118,CUST-02634,2022-10-17,Phone,Accessories,East,3,897,0.05,6312,199.0,UPI,9,Regular,Sarah,2556.45
ORD-000119,CUST-01880,, Headphones ,Electronics,North,6,893,0.05,2188,123.0,PayPal,2,Regular,Priya,5090.099999999999
ORD-000120,CUST-00586,2024-08-03,Speaker,Wearables,South,2,536,0.0,3093,476.0,UPI,5,Premium,Priya,1072.0
ORD-000121,CUST-01085,2022-07-19,Headphones,Electronics,Central,9,1873,0.1,11685,791.0,Credit Card,14,Premium,Priya,15171.300000000001
ORD-000122,CUST-00572,2023-12-19,Phone,Accessories,West,5,630,0.05,10320,593.0,PayPal,13,Regular,Priya,2992.5
ORD-000123,CUST-01011,2024-05-26,Headphones,Wearables,West,6,664,0.0,2443,,UPI,3,Regular,Priya,3984.0
ORD-000124,CUST-02300,2023-07-16,Headphones,Wearables,South,4,1720,0.1,4014,322.0,Credit Card,4,Regular,Sarah,6192.0
ORD-000125,CUST-02208,2023-02-08,Mouse,Accessories,East,7,1396,0.0,4620,-25.0,UPI,4,Regular,John,9772.0
ORD-000126,CUST-01077,2022-04-10,Laptop,Accessories,South,9,1553,0.15,9344,149.0,Net Banking,11,Premium,Sarah,11880.449999999999
ORD-000127,CUST-02395,2022-05-15,Phone,Accessories,Central,7,971,0.05,4356,140.0,Net Banking,2,VIP,,6457.15
ORD-000128,CUST-01755,2022-11-28,Phone,Electronics,East,1,312,0.05,2528,716.0,Credit Card,11,VIP,John,296.4
ORD-000129,CUST-02391,2024-02-10,Watch,Accessories,West,1,1048,0.15,4439,-86.0,Net Banking,2,Premium,John,890.8
ORD-000130,CUST-01636,2024-03-21,Headphones,Electronics,North,9,1996,0.1,846,240.0,Net Banking,8,Premium,Sarah,16167.6
ORD-000131,CUST-01483,2023-08-18,Headphones,Electronics,East,9,1227,0.05,2572,564.0,PayPal,2,VIP,John,10490.85
ORD-000132,CUST-00899,2024-06-05,Watch,Electronics,South,4,291,0.1,5852,395.0,UPI,14,Regular,Priya,1047.6000000000001
ORD-000133,CUST-00567,2024-04-04,Tablet,Electronics,West,9,1812,0.0,384,449.0,PayPal,10,Regular,Aman,16308.0
ORD-000134,CUST-02088,,Keyboard,Wearables,South,3,1782,0.05,2515,-64.0,Net Banking,7,VIP,John,5078.7
ORD-000135,CUST-02022,2024-05-20,Laptop,Wearables,North,7,1503,0.0,13062,668.0,PayPal,1,VIP,John,10521.0
ORD-000136,CUST-00373,2024-08-15,Tablet,Wearables,East,6,1204,0.0,5090,335.0,UPI,1,VIP,John,7224.0
ORD-000137,CUST-00193,2023-12-28,Laptop,Electronics,North,8,804,0.1,9266,192.0,Net Banking,10,VIP,Aman,5788.8
ORD-000138,CUST-00450,2022-11-08,Speaker,Accessories,Central,9,648,0.0,4501,200.0,Net Banking,3,Regular,Sarah,5832.0
ORD-000139,CUST-00627,2023-04-14,Mouse,Electronics,East,5,1500,0.0,3132,852.0,Credit Card,3,VIP,,7500.0
ORD-000140,CUST-02571,2023-11-02,Speaker,Electronics,,1,1961,0.1,6219,878.0,Credit Card,11,Regular,,1764.9
ORD-000141,CUST-00656,2022-06-17,Laptop,Accessories,North,3,253,0.0,6778,946.0,UPI,9,Premium,John,759.0
ORD-000142,CUST-02788,2023-08-15,Keyboard,Electronics,West,8,1765,0.0,2476,-249.0,Net Banking,14,VIP,Sarah,14120.0
ORD-000143,CUST-01730,2022-05-21,Watch,Wearables,,6,670,0.05,18152,748.0,Net Banking,2,VIP,Aman,3819.0
ORD-000144,CUST-02443,2023-03-29,Tablet,Electronics,South,8,1859,0.05,13336,989.0,PayPal,4,VIP,Sarah,14128.4
ORD-000145,CUST-00261,2023-12-14,Phone,Electronics,East,9,1884,0.1,4932,332.0,Net Banking,3,Premium,Priya,15260.4
ORD-000146,CUST-01577,2023-05-10,Headphones,Wearables,West,4,339,0.05,3738,873.0,Credit Card,7,Premium,Aman,1288.2
ORD-000147,CUST-01564,2022-10-26,Mouse,Accessories,North,1,473,0.05,7491,900.0,UPI,6,Premium,Sarah,449.34999999999997
ORD-000148,CUST-02441,2024-07-07,Headphones,Accessories,North,1,904,0.1,11492,469.0,Net Banking,9,VIP,Sarah,813.6
ORD-000149,CUST-01918,2022-05-29,Headphones,Accessories,Central,4,898,0.0,18240,916.0,Credit Card,13,VIP,Priya,3592.0
ORD-000150,CUST-02168,2022-08-03,Watch,Wearables,Central,7,1327,0.05,8080,-72.0,Net Banking,8,VIP,Sarah,8824.55
ORD-000151,CUST-01030,2022-08-12,Mouse,Electronics,West,2,710,0.15,2162,540.0,PayPal,2,Regular,Priya,1207.0
ORD-000152,CUST-02267,2024-04-03,Speaker,Electronics,Central,3,1473,0.0,2300,14.0,Credit Card,3,VIP,John,4419.0
ORD-000153,CUST-00048,2024-02-06,Phone,Electronics,West,1,787,0.0,4727,957.0,Net Banking,5,Premium,Priya,787.0
ORD-000154,CUST-02787,2022-07-20,Mouse,Electronics,South,5,873,0.0,12456,,PayPal,8,VIP,Priya,4365.0
ORD-000155,CUST-02953,2024-01-23,Keyboard,Wearables,West,1,1906,0.05,3571,174.0,Net Banking,13,Regular,Priya,1810.6999999999998
ORD-000156,CUST-00470,,Watch,Electronics,South,8,242,0.0,568,243.0,Net Banking,2,Premium,Aman,1936.0
ORD-000157,CUST-02793,2022-01-10,Watch,Wearables,Central,1,1312,0.05,4332,579.0,Credit Card,4,Premium,Sarah,1246.3999999999999
ORD-000158,CUST-02200,2023-01-06,Speaker,Wearables,South,1,371,0.1,978,-20.0,PayPal,2,VIP,Sarah,333.90000000000003
ORD-000159,CUST-01093,2024-01-14,Laptop,Wearables,West,2,1655,0.05,9124,506.0,Net Banking,2,VIP,Priya,3144.5
ORD-000160,CUST-02626,2024-05-26,Speaker,Electronics,East,2,1968,0.0,4009,620.0,PayPal,3,VIP,Sarah,3936.0
ORD-000161,CUST-01394,2023-08-13,Speaker,Electronics,Central,6,1423,0.1,3907,-29.0,Credit Card,14,Regular,Priya,7684.2
ORD-000162,CUST-00457,2022-04-15,Keyboard,Wearables,South,7,525,0.0,9672,961.0,UPI,10,Premium,John,3675.0
ORD-000163,CUST-01203,2023-11-26,Watch,Accessories,South,5,145,0.1,6082,373.0,Credit Card,13,Regular,Aman,652.5
ORD-000164,CUST-01781,2024-03-15,Speaker,Accessories,Central,1,194,0.05,3445,920.0,PayPal,5,VIP,,184.29999999999998
ORD-000165,CUST-00648,2024-05-29,Keyboard,Accessories,North,1,163,0.0,2064,70.0,Credit Card,8,Regular,,163.0
ORD-000166,CUST-01859,2022-06-01,Watch,Accessories,East,3,512,0.15,15932,-61.0,Credit Card,10,Premium,Aman,1305.6
ORD-000167,CUST-00014,,Mouse,Accessories,North,2,1766,0.0,2858,323.0,Net Banking,2,Regular,Priya,3532.0
ORD-000168,CUST-02958,2024-08-31,Laptop,Electronics,Central,5,1132,0.2,573,787.0,Net Banking,14,VIP,Aman,4528.0
ORD-000169,CUST-02948,2023-03-14,Phone,Accessories,,6,558,0.0,557,697.0,Net Banking,13,Regular,Aman,3348.0
ORD-000170,CUST-01079,2023-11-27,Phone,Accessories,West,7,1838,0.0,3441,349.0,Credit Card,5,Regular,,12866.0
ORD-000171,CUST-02051,2024-05-11,Tablet,Wearables,North,4,1532,0.0,3968,544.0,Net Banking,11,Premium,Aman,6128.0
ORD-000172,CUST-00732,2022-06-22,Watch,Accessories,West,7,569,0.0,6442,331.0,PayPal,12,Premium,Sarah,3983.0
ORD-000173,CUST-02080,2024-08-06,Mouse,Wearables,North,8,909,0.1,6417,221.0,UPI,13,VIP,John,6544.8
ORD-000174,CUST-00436,2022-02-27,Laptop,Electronics,South,1,605,0.05,1503,968.0,Net Banking,4,Premium,Priya,574.75
ORD-000175,CUST-02562,2022-04-09,Watch,Wearables,South,6,1809,0.1,7606,919.0,Net Banking,12,Premium,Priya,9768.6
ORD-000176,CUST-01223,2022-12-31,Keyboard,Wearables,South,8,1196,0.0,9164,223.0,Net Banking,13,VIP,Priya,9568.0
ORD-000177,CUST-02618,2024-09-24,Mouse,Electronics,North,5,183,0.0,8324,311.0,Net Banking,14,Regular,Sarah,915.0
ORD-000178,CUST-02080,2023-05-01,Phone,Electronics,Central,4,158,0.05,3784,519.0,PayPal,14,Premium,Priya,600.4
ORD-000179,CUST-02495,2022-07-03,Phone,Accessories,East,2,1144,0.0,13698,-54.0,Credit Card,3,Premium,John,2288.0
ORD-000180,CUST-00815,2024-08-25,Keyboard,Accessories,East,6,1581,0.05,2331,544.0,PayPal,10,VIP,John,9011.699999999999
ORD-000181,CUST-00627,2022-02-23,Tablet,Accessories,East,6,1017,0.05,1742,532.0,PayPal,6,Premium,Priya,5796.9
ORD-000182,CUST-01532,2022-05-01,Watch,Electronics,North,1,256,0.0,1216,740.0,UPI,9,Regular,Aman,256.0
ORD-000183,CUST-00662,2023-06-12,Watch,Accessories,Central,9,1954,0.1,4638,,Net Banking,8,Regular,Sarah,15827.4
ORD-000184,CUST-02210,2023-10-28,Watch,Accessories,East,6,1452,0.1,642,671.0,PayPal,2,Regular,John,
ORD-000185,CUST-02173,2022-12-13,Speaker,Wearables,South,3,1696,0.05,1291,883.0,PayPal,1,Premium,Sarah,4833.599999999999
ORD-000186,CUST-00003,2023-08-31,Phone,Wearables,West,4,675,0.0,13660,758.0,UPI,8,VIP,Sarah,2700.0
ORD-000187,CUST-02454,2023-03-21,Laptop,Electronics,West,4,936,0.0,10167,476.0,Net Banking,5,Regular,Priya,3744.0
ORD-000188,CUST-01328,2024-09-20,Headphones,Electronics,North,3,779,0.0,5094,763.0,Net Banking,2,Premium,John,2337.0
ORD-000189,CUST-02002,2022-06-02,Laptop,Accessories,South,3,302,0.0,2008,235.0,Net Banking,10,Premium,Aman,906.0
ORD-000190,CUST-00080,2023-10-05,Mouse,Electronics,North,3,1764,0.0,13086,559.0,Net Banking,1,VIP,John,5292.0
ORD-000191,CUST-00459,2024-01-10,Phone,Accessories,Central,4,1880,0.1,4926,511.0,Credit Card,11,VIP,,6768.0
ORD-000192,CUST-01487,2023-02-18,Headphones,Wearables,South,7,1229,0.05,482,803.0,Net Banking,8,Premium,Sarah,8172.849999999999
ORD-000193,CUST-01260,2022-09-08,Keyboard,Wearables,North,4,1956,0.05,567,-19.0,Credit Card,8,Premium,Sarah,7432.799999999999
ORD-000194,CUST-00981,2022-02-04,Watch,Wearables,South,9,1245,0.0,16340,936.0,Net Banking,6,Premium,Sarah,11205.0
ORD-000195,CUST-00238,2022-05-02,Phone,Accessories,West,1,417,0.15,9012,868.0,Net Banking,5,Premium,Sarah,354.45
ORD-000196,CUST-00987,2022-09-04,Speaker,Accessories,Central,8,1305,0.0,7089,377.0,Credit Card,5,VIP,Sarah,10440.0
ORD-000197,CUST-02324,2023-02-11,Watch,Accessories,Central,7,1738,0.1,14448,198.0,UPI,6,Regular,Aman,10949.4
ORD-000198,CUST-00323,2023-05-16,Phone,Electronics,North,2,1439,0.2,7612,-9.0,UPI,5,Regular,,2302.4
ORD-000199,CUST-00351,2022-11-06,Phone,Electronics,South,8,1937,0.1,5236,649.0,Net Banking,2,Premium,Sarah,13946.4
ORD-000200,CUST-02998,2023-12-06,Headphones,Electronics,North,1,1896,0.2,3324,595.0,PayPal,7,Premium,Priya,1516.8000000000002
ORD-000201,CUST-01991,,Watch,Wearables,North,9,1748,0.05,4956,621.0,UPI,4,Premium,Sarah,14945.4
ORD-000202,CUST-00284,2024-09-04,Laptop,Accessories,Central,9,505,0.0,4377,203.0,Net Banking,7,VIP,Sarah,4545.0
