transaction_id,timestamp,user_id,crypto,transaction_type,amount_crypto,amount_usd,fee_usd,wallet_balance,gas_price_gwei,is_successful,network
TX-00000096,2022-08-27 06:00:00,USER-03787,MATIC,Buy,1.9928085646966265,24674.72493643042,68.81748734232366,351627.11025899305,92.82152919166535,0,Polygon
TX-00000097,2022-11-06 06:00:00,USER-04841,SOL,Swap,4.406190256083567,88580.6591477984,80.14601909860404,201002.29529672454,95.04495958843765,1,Solana
TX-00000098,2022-02-15 11:00:00,USER-02601,BTC,Transfer,0.36533591861882664,50946.84198218841,91.1391628936944,416846.39734423754,107.58525715651089,1,Ethereum
TX-00000099,2022-12-23 22:00:00,USER-02320,DOT,Stake,8.824577773141295,,73.88739670773022,384424.3730258065,176.0711654321915,1,Polygon
TX-00000100,2023-10-13 18:00:00,USER-00374,ADA,Transfer,5.985013898207821,9057.842496232037,64.4630210430725,124696.9440796874,159.05203120278915,0,Solana
TX-00000101,2021-01-07 04:00:00,USER-04976,ETH,Swap,9.051201036188457,17517.55232266576,84.03853112934812,72988.02636832852,71.71602273459933,1,Polygon
TX-00000102,2021-06-19 19:00:00,USER-02365,ETH,Buy,9.107303454277188,13085.21198090941,49.023169691986254,115346.57052887848,118.66134473309734,0,BSC
TX-00000103,2021-06-27 15:00:00,USER-04057,ETH,Transfer,0.621132909468247,18132.91021997774,82.901184176253,264995.20159654436,79.47553286016034,1,Polygon
TX-00000104,2021-09-13 18:00:00,USER-01909,BTC,Sell,3.4302922251391865,54983.524769232106,51.65657847620611,15741.009679578532,14.681921505830562,1,BSC
TX-00000105,,USER-04585,ETH,Stake,9.148028201139015,54608.14860362499,97.78934242666391,435084.7634382205,72.19089323300697,1,Polygon
TX-00000106,,USER-02301,BTC,Stake,4.43237479560047,58293.58409355825,70.31221801225024,408986.56872399757,193.95894282504605,1,BSC
TX-00000107,2023-06-17 22:00:00,USER-04106,DOT,Buy,9.97024315471977,59739.700476093014,33.79102710757428,128923.1157626794,198.92117111807914,1,Ethereum
TX-00000108,,USER-02161,BTC,Stake,0.9141079761386166,61354.137755254655,68.35288531122265,212337.36852028855,64.5360936688052,1,Ethereum
TX-00000109,2021-09-22 19:00:00,USER-03433,BTC,Swap,8.340158260570668,38902.974894138686,76.75698867674109,426681.07153426274,,0,BSC
TX-00000110,2022-11-03 23:00:00,USER-01112,ETH,Sell,7.7900684015849455,95037.75892867146,34.168824533920656,341622.57090818253,9.39247544139596,0,Ethereum
TX-00000111,2023-12-26 04:00:00,USER-00193,ETH,Transfer,2.2040809347881507,45522.96149761872,15.48309940302604,203950.08393330354,39.70969165756626,1,Solana
TX-00000112,2023-12-03 11:00:00,USER-01170,ADA,Stake,5.8388647366942,15737.157115280794,53.058760083316464,92243.25759651103,97.44244926564286,1,Solana
TX-00000113,2022-01-10 14:00:00,USER-03245,SOL,Sell,9.181980542152143,2211.990350567956,94.74975942673541,260987.02883136,59.277846913296514,1,Ethereum
TX-00000114,2023-10-23 18:00:00,USER-02024,SOL,Sell,0.6921310187780717,88037.27555892713,96.86135708390681,83219.64751057592,169.29110837357123,1,Ethereum
TX-00000115,2022-07-03 05:00:00,USER-02556,BTC,Transfer,8.302163042992472,50752.37472299539,72.59667701084285,334972.0572788286,137.480583112281,1,Ethereum
TX-00000116,2021-05-30 01:00:00,USER-02869,MATIC,Buy,0.508608752310808,87010.82735748586,34.762951824959536,264939.8023859193,36.75379825949703,0,Polygon
TX-00000117,2022-06-07 13:00:00,USER-03584,SOL,Swap,8.266098468246797,96360.70536754797,86.41591121504328,58348.71361840782,198.74209853004797,1,Polygon
TX-00000118,2021-12-17 14:00:00,USER-03213,ADA,Stake,6.4679778181707395,64448.46774812973,68.24848521685414,481648.86149893136,9.897146992838973,1,BSC
TX-00000119,2024-03-05 14:00:00,USER-03345,ETH,Transfer,5.065430431725648,83753.76043407313,11.382945754625606,368452.3486150315,88.11951598216974,1,Polygon
TX-00000120,2021-06-08 01:00:00,USER-04435,ADA,Sell,8.756020878919617,99598.72874902772,9.167646190274686,17999.455608314063,90.18884704002099,0,Solana
TX-00000121,2022-02-28 19:00:00,USER-03713,ETH,Transfer,2.937251556757909,34397.68737704881,58.25974896147929,242537.3331947276,72.19162415227741,0,Polygon
TX-00000122,2023-09-07 16:00:00,USER-01008,BTC,Sell,6.82428072322977,23627.105010286195,59.936685794818494,115644.42249546824,182.7473790311334,0,BSC
TX-00000123,2021-11-23 19:00:00,USER-04764,ADA,Buy,7.437259545076073,38159.807289156175,44.59511114120992,194048.18166012954,114.89843275512082,0,Ethereum
TX-00000124,2023-09-18 01:00:00,USER-01464,ADA,Buy,6.688253346519452,79409.34355931317,22.2731607622153,245061.54462572382,109.58941320159141,1,Solana
TX-00000125,2023-08-21 06:00:00,USER-04660,DOT,Stake,2.189099182288769,79637.61421242288,68.73896508121783,494405.1685199698,47.2234294250986,0,Ethereum
TX-00000126,2022-08-29 14:00:00,USER-00302,BTC,Swap,1.0834556331704999,77340.37377989068,6.6106229944355395,98020.97799537097,53.44000449543431,0,BSC
TX-00000127,2022-02-08 17:00:00,USER-04788,ADA,Stake,4.637399740116661,61435.337846299306,98.1296785720423,477280.92506497743,54.82628430832378,1,
TX-00000128,2022-04-14 05:00:00,USER-01614,BTC,Sell,9.384683140357435,93329.87195151945,30.36963304683761,274338.9470055965,119.2072893510583,1,
,2021-04-01 17:00:00,USER-03433,BTC,Transfer,1.5527290907295048,39810.3114862856,14.034205088316723,371067.3859932977,7.144782566532012,0,Ethereum
TX-00000130,2021-01-13 15:00:00,USER-00390,ETH,Stake,4.699936706863184,10979.897220336901,10.694284151081202,144331.05510780326,79.969152678323,1,Polygon
TX-00000131,2023-10-03 15:00:00,USER-04444,DOT,Transfer,7.213566909198293,54242.33676415103,9.616987847417802,208340.47930946975,76.709134291507,1,BSC
TX-00000132,2024-05-17 22:00:00,USER-00382,BTC,Buy,0.6055645495848921,94067.00679564504,90.50357305205111,6370.107075609921,6.996532209525622,1,Polygon
TX-00000133,2023-11-20 02:00:00,USER-04045,ADA,Stake,0.8921872292149371,12827.784983318512,91.74632921572807,378690.1477755299,189.72002670633205,1,Polygon
TX-00000134,2021-09-20 03:00:00,USER-02631,BTC,Swap,2.6271278135099596,33814.66120945934,71.49356162784149,47601.08087391646,59.86874260382217,0,BSC
TX-00000135,2023-12-10 21:00:00,USER-02573,DOT,Transfer,6.15058760026568,37139.764295894805,29.30147838290758,288611.75562232913,187.45423752590762,1,BSC
,2021-01-02 06:00:00,USER-03215,ETH,Sell,6.90895001366813,,42.079696212483775,11127.528438693857,126.58639602136958,1,BSC
TX-00000137,2023-03-29 03:00:00,USER-04274,MATIC,Transfer,5.5209975405522105,22344.4679235031,3.631425541061704,262249.0696996288,91.69742212191134,1,Polygon
TX-00000138,2024-01-15 04:00:00,USER-03537,ADA,Stake,6.613545003392304,48658.06676566522,58.73314766678832,453180.01075030223,78.5779328797399,1,Ethereum
TX-00000139,2021-01-04 08:00:00,USER-00217,MATIC,Transfer,1.2481444956303762,84996.94891100947,41.77425739222287,472787.2024298427,38.954155895611436,1,BSC
TX-00000140,2024-05-31 11:00:00,USER-04560,DOT,Swap,4.883378729141357,56138.37803661935,31.110360614592082,203876.60723668255,155.47154439065318,1,BSC
TX-00000141,2023-04-04 23:00:00,USER-03610,DOT,Buy,4.435090536272644,6804.385438560268,20.320414706328087,11938.89853340452,37.17334323667726,1,Solana
TX-00000142,2021-07-03 00:00:00,USER-04421,MATIC,Sell,4.167744947266629,20551.46865029494,10.733617964794096,343987.7458300246,102.46598601127273,1,Ethereum
TX-00000143,2023-01-09 00:00:00,USER-04726,BTC,Buy,0.7751362740026341,,32.08829459895739,457884.2873415101,48.84428686592336,1,Ethereum
TX-00000144,2022-01-12 23:00:00,USER-01968,MATIC,Buy,7.088365481133791,94638.74155328277,80.86870919649243,395575.65469082637,125.20260991487673,1,Solana
TX-00000145,2022-04-02 14:00:00,USER-00869,MATIC,Stake,5.2936307051565255,73458.81063397971,43.802534653312854,480954.79914766765,94.07865480949113,1,Ethereum
TX-00000146,2021-07-03 20:00:00,USER-01187,BTC,Transfer,1.930975769248465,11684.327446902185,11.645117786049532,431626.05272379634,75.37704707690854,1,Solana
TX-00000147,2023-12-29 19:00:00,USER-04428,ETH,Swap,5.522440922278045,85245.37848297643,70.36042353078209,240529.83199223565,22.952751801303272,1,Polygon
,2021-04-21 03:00:00,USER-01216,BTC,Transfer,1.3424390743924866,65297.30137848683,78.34338587553984,4724.5802864911975,149.41059857944296,1,Solana
TX-00000149,2021-01-15 08:00:00,USER-04925,ETH,Swap,8.315790065180158,55214.93616276911,29.744735791838743,275433.63595914154,35.84903831555646,1,Polygon
TX-00000150,2023-08-23 03:00:00,USER-01809,BTC,Buy,6.952890304080645,43426.072736766815,74.28037598435856,303052.93670082465,73.22022965470379,0,Ethereum
TX-00000151,2021-08-23 01:00:00,USER-01139,SOL,Transfer,8.531279267810135,89299.74749488958,35.27606928724951,444472.31858904276,111.89049618373966,0,Solana
TX-00000152,2022-02-12 08:00:00,USER-01682,MATIC,Stake,2.3811610243683012,2262.6650850064766,62.48307844231471,263725.68867838517,124.99179753013091,0,Ethereum
TX-00000153,2021-10-13 01:00:00,USER-03020,SOL,Stake,0.35125716412271024,12569.741888521656,50.78462974759663,445134.9585547983,82.95367629701393,0,Polygon
TX-00000154,2024-04-16 10:00:00,USER-01425,ADA,Stake,3.508529522290561,83760.55103464959,77.09015425588213,6651.2974760832285,127.33885656946941,1,Ethereum
TX-00000155,2021-07-31 14:00:00,USER-01730,SOL,Transfer,1.5993637665050082,29960.86522138001,40.743340944764185,19090.560114102595,185.1728319122482,1,Solana
TX-00000156,2024-05-28 22:00:00,USER-04260,MATIC,Sell,6.86068572675654,55759.44142706776,73.25351097295267,359709.1376192853,179.57563743644386,0,Polygon
TX-00000157,2024-01-08 20:00:00,USER-02304,BTC,Stake,3.3312568752867815,20619.787771539286,58.4718031652169,349978.4007256999,174.4227731749248,1,Polygon
TX-00000158,2021-06-17 04:00:00,USER-01031,MATIC,Stake,6.432115826703118,11119.723195721825,70.56213250888834,7566.13799224154,179.15552625541807,1,Ethereum
TX-00000159,2022-02-07 13:00:00,USER-00373,MATIC,Swap,9.230772405290978,98905.1053958883,47.918773616114095,255679.73075838762,98.72775594373819,0,
TX-00000160,2023-01-20 13:00:00,USER-03211,ETH,Sell,1.7894632113681483,36732.89146699749,64.000397042089,396427.61618921283,,0,BSC
TX-00000161,2022-01-31 00:00:00,USER-00468,ADA,Stake,0.9732810455298815,13519.713233488892,90.79127202799081,386502.42502495676,168.0378419182537,1,BSC
TX-00000162,2022-06-10 09:00:00,USER-00285,ADA,Sell,1.6272972775229329,5333.152322937709,89.74802336336006,23411.934046723258,128.75125175638976,0,Solana
TX-00000163,2023-03-28 14:00:00,USER-00498,ADA,Swap,5.393616785046764,43204.02241956007,59.344504311975165,66784.82636671684,185.2002229006853,1,Polygon
TX-00000164,2023-06-09 09:00:00,USER-02266,ADA,Sell,4.818046321036678,34146.5917420054,71.96273893838197,38381.77100104723,126.18524768788168,1,Solana
TX-00000165,2021-05-15 02:00:00,USER-04678,SOL,Sell,1.438026774522153,8407.701723567367,18.181372134185928,443176.63458365714,32.26274593318284,1,BSC
TX-00000166,2021-06-09 11:00:00,USER-01663,DOT,Transfer,3.5488943647312285,78823.86590693334,2.326341025825162,486681.25574873877,,1,Solana
TX-00000167,2023-03-14 14:00:00,USER-01690,ETH,Swap,2.956341416882599,1119.0917224258412,32.05340176483603,293346.21223294473,132.92935787534748,0,Solana
TX-00000168,2022-08-28 13:00:00,USER-03035,ADA,Sell,7.471335703283836,68091.70742972066,87.91152357642348,82500.48964722079,65.00692195452443,0,Ethereum
TX-00000169,2022-06-07 20:00:00,USER-02254,ADA,Sell,2.4517704636056883,,20.212686753940737,320344.76831962244,14.524162424126029,1,Polygon
TX-00000170,2021-07-20 07:00:00,USER-00092,MATIC,Sell,9.512912648777526,47584.90552721231,86.45093982722035,138430.3747977752,39.26407663487193,1,Polygon
TX-00000171,2023-03-10 16:00:00,USER-02733,BTC,Transfer,0.3933228871585392,14637.707941987574,22.500526431807998,382977.77138647885,172.67558492998953,1,Ethereum
