meter_id,reading_date,household_id,city,energy_kwh,peak_usage,offpeak_usage,cost_inr,temperature,household_size,has_solar,appliance_count
METER-0300,2023-01-31,HH-01746,Mumbai,62.34991200335811,33.01709861943805,47.4521675870622,388.15612056405035,32.58826190866043,5.0,0,19
METER-0325,2024-03-22,HH-00845,Bangalore,5.795735294979892,32.227413608851585,18.28704552409861,959.4944230107931,28.88247410924628,6.0,1,8
METER-0440,2023-02-03,HH-01508,Chennai,15.56956026585673,47.39735007568754,16.399030254513196,88.84761233574847,39.236292723280364,5.0,0,14
METER-0031,2023-11-21,HH-01213,Delhi,72.11446084214967,39.9804921138193,37.076590287486326,279.14191226244475,31.880503274628257,7.0,0,25
METER-0333,2023-10-14,HH-01451,Chennai,11.888454130924028,8.777260786743618,38.60245853938555,636.8895240289573,15.175891401498445,3.0,0,6
METER-0014,2023-02-13,HH-00906,Mumbai,88.68045761324522,30.30053685513857,44.373774652789,304.7103685759493,36.41769314599112,6.0,0,24
METER-0432,2023-03-19,HH-00474,Chennai,5.49497536358263,28.11665305567622,31.352675493217454,206.39041441047002,27.519470686094735,5.0,0,19
METER-0155,2024-04-27,HH-01161,Chennai,35.68243175339363,24.83002916146871,42.89921429245212,227.57281285496163,35.374209876327846,1.0,1,11
METER-0261,2024-03-25,HH-01472,Chennai,57.259778736156306,27.073156610720872,18.757871684977395,172.6024848158597,37.17492289176895,7.0,0,5
METER-0455,2023-11-02,HH-01273,Mumbai,77.52231935015242,41.46302672016564,31.960966965042374,780.655218176041,33.722566454881076,5.0,0,22
METER-0364,2023-05-22,HH-00093,Bangalore,84.76249259577179,30.720649707429505,36.63167788059351,957.3090512027981,18.550914589055306,3.0,0,20
METER-0403,2023-10-06,,Bangalore,50.21765793058294,38.28484560017684,37.046829590994214,347.1302350665319,29.269291780085887,7.0,0,24
METER-0081,2023-10-27,HH-01488,Mumbai,25.3191372855859,33.65622966285682,35.62247745965989,305.29090887396023,23.978281013801904,2.0,1,9
METER-0426,2023-02-09,HH-01277,Chennai,93.23148775791607,43.10994485964946,23.558080887236372,795.9673443999632,15.97119936300994,3.0,0,20
METER-0052,2023-09-06,HH-01594,Mumbai,60.008347464487194,13.276508594165637,15.901275601342263,72.25681730423935,31.344446841543945,3.0,0,13
METER-0221,2023-03-01,HH-00395,Bangalore,6.828791750508803,48.884162304841546,19.846036412670003,983.3145806043152,15.723346964392107,,0,29
METER-0362,2024-05-03,HH-00940,Bangalore,80.2733565977681,45.00197278653823,9.261007444016684,83.07250365889588,21.172518824799567,2.0,0,29
METER-0477,2023-01-10,HH-01423,Delhi,23.372558007313042,31.06288729081692,28.955009728519933,979.9420999937615,40.861302941419204,7.0,1,26
METER-0136,2024-01-17,HH-00639,Chennai,44.321888388961625,0.35571712626882857,44.2220548218576,823.0754031047769,28.321911126489155,7.0,1,21
METER-0395,2023-05-30,HH-01820,Delhi,78.79959275257225,48.39510801244721,25.083594909797707,390.6169507646552,36.80241769172986,6.0,0,17
METER-0053,2023-05-15,HH-01523,Chennai,79.70976859545263,26.760258932454896,13.903445617119736,441.7701862670407,,6.0,0,22
METER-0082,2023-11-17,HH-00818,Mumbai,183.11657716130838,8.565182779445518,20.61129419597624,449.63367014209473,35.1962085419095,6.0,0,14
METER-0385,2023-05-01,,Mumbai,73.17467289248093,16.872983643428306,27.303233732682745,828.8338635210288,17.515902000131817,5.0,1,12
METER-0197,2023-06-07,HH-01489,Delhi,44.12445640695478,13.828757909826061,20.48082435572627,923.0884695527445,35.09952207675936,3.0,1,5
METER-0460,2023-02-14,HH-01393,Bangalore,6.664455478941365,31.781067215289827,43.727518662322545,291.1909611428423,23.979031221174814,6.0,1,7
METER-0394,2023-06-09,HH-01743,Chennai,51.850317397741605,34.07425763941438,42.58802315599032,788.1181519717321,35.12024856747572,4.0,1,26
METER-0195,2024-05-06,HH-00938,Mumbai,61.84492840416764,2.6536875777926463,,886.8069171977795,25.006026835892488,6.0,0,10
METER-0127,2023-09-03,HH-00515,Bangalore,41.02281595597393,41.42990739404715,19.345674990834,377.3614502751043,29.48060750072716,4.0,0,6
METER-0217,2023-04-04,HH-00386,Chennai,86.01494536210609,10.852305275036468,42.60463396991743,836.4022818922178,,5.0,1,16
METER-0407,2024-01-04,HH-01708,Mumbai,95.01152679834243,9.390310275609458,32.492393714331584,948.8595068272422,23.185812613592596,2.0,1,5
METER-0490,2023-06-14,HH-00478,Mumbai,59.031767176042045,49.93590443986986,1.805707447762639,339.5595210414637,44.84239095538719,7.0,0,20
METER-0266,2023-04-19,HH-01857,Chennai,47.47549510874918,38.693452529337335,43.018692343676854,707.0750749871493,40.28443808859005,2.0,1,7
METER-0426,2023-11-04,HH-01452,Delhi,31.467956442541954,15.934616372689526,33.721142893314415,865.6192822847672,39.57356596623639,1.0,1,28
METER-0011,2024-03-11,HH-01773,Mumbai,80.59843319972737,15.913183889834691,23.356404740815524,850.6404192878623,31.941451273974863,2.0,1,22
METER-0267,2023-01-17,HH-01446,Chennai,83.41591205361357,23.693220661912957,47.87562891012481,922.105884544159,32.08403468155235,7.0,0,18
METER-0004,2024-03-08,HH-01684,Chennai,96.16035907917181,8.096853470980292,11.373580948217715,661.5619424876468,27.159022964997312,5.0,1,23
METER-0461,2024-01-31,HH-01489,Mumbai,53.06047277820164,49.572106618493486,20.046584884181723,824.3477537152486,30.870750120332847,3.0,1,14
METER-0313,2023-02-03,HH-01994,Mumbai,66.59559148860858,16.9380769183619,2.1376771859661248,718.8178022575486,19.154948681933963,7.0,1,12
METER-0116,2024-04-08,HH-00767,Chennai,85.8688629590485,39.51051592462934,19.89875315183129,149.5707025851533,33.95181097417648,5.0,0,14
METER-0417,2024-04-09,HH-00618,Mumbai,38.31309233173462,33.97630467888826,13.87024119287753,543.9769387049242,40.41134366053235,7.0,0,14
METER-0428,2024-04-16,HH-01144,Delhi,37.23805831744666,43.43116428454583,23.71383070938381,748.7728232564926,37.21182276919973,6.0,1,23
METER-0497,2023-08-13,HH-00500,Mumbai,97.77369976407613,44.5105887475853,7.082198766598924,439.19116160328133,19.515702756492203,5.0,1,7
METER-0046,2023-11-19,HH-00131,Bangalore,66.64061113071216,22.93190958210163,28.388298557143386,973.6200428326686,41.82904716078059,2.0,0,22
METER-0348,2024-04-15,HH-01683,Bangalore,42.24577507319134,20.594752670194627,,626.4073922840948,19.05968905449363,6.0,0,17
METER-0398,2024-04-16,HH-01489,Bangalore,99.39650607587666,33.0004994874384,,864.1075055688523,25.874773713058012,6.0,1,21
METER-0215,2023-01-17,HH-01105,Delhi,29.907183552260605,36.060779387512376,12.175208580410196,579.3472554459272,35.23132380439526,7.0,1,21
METER-0299,2023-05-25,HH-00672,Bangalore,16.44462242388093,16.593314960352718,0.18013053224553155,511.1449569600079,17.954565411639866,2.0,0,29
METER-0183,2023-01-04,HH-01768,Delhi,11.990360852507152,36.441741417560294,10.182072500404416,698.2366931617179,,1.0,0,5
METER-0218,2023-10-15,HH-00429,Delhi,57.92005423850548,49.685105252225014,49.05974719229379,716.4924577618674,44.26827952733857,7.0,1,15
METER-0371,2024-04-02,HH-00765,Bangalore,77.26043966560121,41.16129706934831,32.59469272309745,190.53577636386993,26.720445054663784,3.0,0,8
METER-0315,2023-12-18,HH-01790,Chennai,91.00463547701528,0.456414677055883,9.401963772176908,222.22340116415666,32.29881559992167,1.0,0,28
METER-0429,2024-01-12,HH-01477,Chennai,74.34838880953735,11.732404313316852,3.771142121258775,673.6180455541463,38.636282762566836,2.0,1,10
METER-0110,2023-05-26,HH-01099,Chennai,12.803357818217902,32.752533255963954,25.246321630408218,993.1036384460444,29.269512830850303,5.0,0,26
METER-0219,2023-03-02,HH-00275,Bangalore,91.6333521803326,39.03139844235666,21.697197862903835,731.8607825577849,16.361512840292566,5.0,0,23
METER-0238,2023-06-11,HH-01951,Chennai,32.882627737096854,29.265577324838077,16.094172626451314,72.32648238441308,22.551248369082042,2.0,0,12
METER-0348,2024-04-19,HH-00906,Mumbai,61.2189792770946,17.382686127812725,41.35003726167759,548.9615123643293,34.81731992589114,5.0,1,5
METER-0135,2023-07-08,HH-01939,Chennai,53.06463168705224,18.80361732031272,44.99987592485364,923.9906327197652,26.301580112282952,,0,13
METER-0317,2023-06-06,HH-01191,Bangalore,47.83838052829339,6.624012622994363,23.2625205230272,253.46903513470727,18.82321865553755,4.0,1,9
METER-0292,2023-01-12,HH-01089,Delhi,17.053968154690843,40.09981546796661,46.266632806752924,74.1475470858168,23.096204287450597,6.0,0,24
METER-0481,2024-04-18,HH-01795,Delhi,80.46686332877935,0.2962915351588602,28.903091907870028,579.5551649027211,22.974202177802724,7.0,0,28
METER-0141,2023-08-26,HH-00415,Bangalore,82.47070298828106,31.6323913338867,2.9170892358401703,510.25210800580373,31.760345735439156,7.0,0,5
METER-0059,2024-04-15,HH-00838,Mumbai,81.51921471481023,31.618622720698923,8.63751107556397,163.4071633040761,17.797545245335378,4.0,0,17
METER-0085,2023-01-06,HH-01253,Chennai,36.62726009783803,0.5402389862841528,48.309417740082374,740.7257035837329,30.349919253500534,4.0,0,14
METER-0457,2023-06-01,HH-01584,Delhi,85.85601475019398,49.99155554608135,35.490963142945326,952.0020266446346,30.87515797344365,1.0,0,29
METER-0008,2023-03-03,HH-00958,Chennai,13.45822861834498,29.246647752891818,34.86481390860944,672.2567606463724,41.987741909387445,3.0,1,25
METER-0319,2023-06-14,HH-00178,Mumbai,84.4277525302299,27.896792258918246,4.460401737900421,539.3484702641695,44.68241330490814,7.0,1,28
METER-0427,2023-07-28,HH-00315,Mumbai,5.62556399523139,45.21438121448603,33.16355761432529,414.551703054873,24.36660554312619,4.0,1,14
METER-0200,2024-03-09,HH-00184,Bangalore,12.188911650317628,38.54282306577113,44.41050553143709,762.7962278896501,38.17076282205802,7.0,0,15
METER-0238,2023-12-26,HH-01755,Delhi,47.342452697693304,44.55641905484709,10.878866219339244,376.9739694235441,19.755608054336683,6.0,1,9
METER-0142,2023-11-26,HH-01071,Mumbai,37.54249000729505,38.4742212722223,19.86011417503246,142.13656294978415,28.799275854523835,7.0,1,12
METER-0117,2024-01-23,HH-01140,Mumbai,72.47412933885995,1.7364625710134196,40.52948280631706,622.5020651309885,24.997342137681038,2.0,1,13
METER-0226,2023-12-31,HH-01682,Delhi,5.642825681702072,24.758964075770074,43.318381830300346,844.3804382638492,35.711929504010435,1.0,1,13
METER-0211,2024-04-26,HH-01022,Mumbai,81.20884417113747,12.71724130149099,4.638752630363036,254.405523148887,17.343912952805518,7.0,0,8
METER-0076,2023-09-25,HH-01966,Delhi,52.831723013131686,22.677790596143648,21.985189565206536,397.2891248623334,17.847268204170213,4.0,1,13
METER-0194,2023-07-03,HH-01165,Chennai,11.195619962298597,0.8660566653100221,38.71220079412538,205.35251167720992,26.18472903962014,5.0,0,16
METER-0085,2023-11-25,HH-00117,Bangalore,20.57435691508926,36.16203924231334,16.86688545576869,403.0323215553957,32.137489567049826,1.0,1,14
METER-0053,2023-07-11,HH-00711,Delhi,36.83431901593475,28.909747615254243,16.598772753548253,764.3641728933469,36.67853643647453,1.0,1,25
METER-0280,2023-07-06,HH-00613,Chennai,92.50679486247537,18.850445144761423,23.148599859525316,216.9462949121374,36.54866948436525,4.0,1,16
METER-0131,2024-04-09,HH-01583,Chennai,57.47278477914842,45.39665474172757,14.003481446874183,162.02408709018047,34.90228561659998,5.0,1,10
METER-0359,2024-05-05,HH-00650,Delhi,12.286000000855793,7.648080473932811,31.797825271221004,987.7554191493965,41.13739776425202,7.0,1,25
METER-0368,2024-03-27,HH-00208,Delhi,67.56927587396919,32.196092578594246,37.82130653333127,514.8929711170529,25.40379939282282,7.0,1,18
METER-0198,2024-05-06,HH-01835,Bangalore,48.40777226609562,38.31167555209024,19.012546814185775,829.6915498348059,18.989411156218054,4.0,0,21
METER-0469,2024-01-20,HH-00566,Bangalore,27.615954825332302,1.6733366250289594,3.9991163071255222,756.0250834881809,34.2608949316967,4.0,0,26
METER-0077,2024-04-21,HH-00273,Chennai,25.17584609867794,34.41579905474172,26.038256115915036,747.4265976936443,17.442271316277445,4.0,1,23
METER-0218,2023-06-08,HH-01061,Mumbai,27.009258217253667,13.557592990336603,30.073417864756134,747.9174209514877,24.339209696656724,7.0,0,5
METER-0292,2023-06-05,HH-01381,Delhi,27.870942205564074,40.084306496295895,46.68039695893439,263.427945067849,23.616004599719616,3.0,1,15
METER-0491,2024-05-08,HH-01730,Chennai,8.525612147427857,37.22292602133266,34.876973199803906,714.360407885414,38.73512461223011,4.0,1,18
METER-0466,2024-04-21,HH-00047,Mumbai,96.1694789353258,38.68262265526598,16.04796115481823,619.7732112596223,31.857857414179126,4.0,0,25
METER-0336,2023-12-12,HH-00943,Bangalore,91.29382366370876,49.22438735139044,48.40386360765586,364.9126018760753,16.409975405340674,1.0,0,27
METER-0347,2023-01-19,HH-00611,Mumbai,58.90307090146159,13.075349480209253,29.04968442589695,719.2453970182266,20.87046122124253,6.0,0,28
METER-0397,2023-07-01,HH-00477,Mumbai,95.7369317037086,38.78833251258583,35.24745937275523,697.2047860049158,16.503838639984142,7.0,1,15
METER-0137,2024-05-14,HH-00699,Bangalore,55.51069373822572,25.038176053583033,44.18338897284955,889.2997039642919,24.379818021205487,6.0,1,11
METER-0176,2024-03-26,HH-01738,Bangalore,15.530570669507442,14.059069180085876,36.23107969175475,259.69758275371703,28.531552550717972,7.0,1,18
METER-0329,2023-07-29,HH-00546,Mumbai,36.41624079939707,0.9045172507025689,32.16889307926651,258.21165563543013,39.334907866683636,3.0,0,14
METER-0403,2024-02-22,HH-00887,Bangalore,25.89196005828801,33.68350462700674,24.406541329042646,288.574153225135,34.62207809308224,2.0,0,10
METER-0223,2023-12-04,HH-01384,Bangalore,68.5924942404611,26.293381279338334,14.698663353017805,533.407452862915,17.332200224459772,1.0,1,13
METER-0366,2023-01-24,HH-01587,Bangalore,74.11631127065452,39.78889519466137,33.97657469999078,201.18822519617623,32.3899802473704,2.0,1,27
METER-0055,2024-05-11,HH-00960,Chennai,20.255505279588085,9.577094481762005,6.46356477585937,717.0382457354615,28.800584272395493,3.0,0,19
METER-0444,2024-05-02,HH-01924,Chennai,26.834721522034624,18.617952465212777,46.23363905510715,86.83647614350869,42.41916941708461,7.0,0,25
METER-0057,2023-12-16,HH-00312,Chennai,49.265871735053395,30.402177289155595,18.1117346153263,801.5249755319464,18.482563977631216,6.0,1,25
METER-0178,2023-09-26,HH-00939,Mumbai,44.02022631879493,28.876543479426033,8.838769804058593,901.7003671003273,31.315977086172275,3.0,0,28
METER-0391,2023-08-03,HH-01484,Chennai,5.324190400496764,36.340817731536674,28.343900849688193,219.11213979821602,26.4119188777594,6.0,1,9
METER-0024,2023-09-03,HH-01813,Chennai,35.8992736364397,16.196707465607275,4.230963906064206,55.36904627767306,18.38939575668068,7.0,1,22
METER-0259,2023-12-27,HH-01591,Mumbai,65.22288027521337,0.8747455498915424,39.439028612305876,643.3592940255694,15.81594003204186,5.0,1,12
METER-0414,2023-03-27,HH-01073,Bangalore,47.40690049567896,4.551416853111295,33.74596909087844,388.2048518398926,19.48598922697931,2.0,1,19
METER-0088,2023-01-04,,Chennai,33.207646551309765,44.50140846687901,29.909173658574446,481.5009492402359,40.54010731945864,5.0,0,23
METER-0247,2023-05-27,HH-01094,Bangalore,86.12853589627484,22.385306148528056,3.7019743373295,447.0770524071458,35.01211848009426,7.0,0,27
METER-0028,2023-01-22,,Bangalore,27.305418173078642,26.616818720636708,0.5915395345176655,944.2284315912866,24.27377536510493,4.0,1,10
METER-0157,2023-06-03,HH-01534,Mumbai,77.09248935392958,42.182733137603755,41.6144111387307,935.2594804646562,22.125821397230993,5.0,0,23
METER-0252,2023-04-30,HH-01488,Delhi,89.15822328072127,30.727277139971193,38.23560420794287,135.52215566057436,24.16874079845867,,1,13
METER-0329,2023-05-18,HH-01202,Chennai,97.96306420192326,11.863605038030206,23.102815391771784,804.8770716627442,33.58732467180912,3.0,1,19
METER-0175,2023-08-15,HH-01119,Bangalore,84.42770520644862,49.369209786052,2.5390569138598105,905.4120060737476,36.84014590083311,1.0,1,22
METER-0480,2023-07-23,HH-00552,Mumbai,56.20373027034304,34.33416834397619,14.586300178538341,153.0813034231912,33.206455207731935,3.0,1,15
METER-0465,2024-05-12,HH-00856,Mumbai,63.40936165242247,24.171868381941902,5.123579112347276,316.0953935464329,35.84317978114538,4.0,1,17
METER-0461,2023-10-21,HH-00251,Bangalore,78.53888720072354,41.721295440715764,39.680486997799754,384.8317709588828,40.269735298510206,1.0,0,19
METER-0039,2024-02-04,HH-00830,Bangalore,26.06162516588686,24.810605575830557,20.997077997155877,82.94961117998321,,7.0,0,5
METER-0092,2023-07-17,HH-00259,Bangalore,21.070501978044675,43.57058038739627,14.133352709191044,381.47031495254294,29.84254698355049,7.0,0,13
METER-0145,2024-03-25,HH-00426,Mumbai,11.088906102583687,4.918386398072755,14.359302661836553,663.2943960772583,16.590555955453485,6.0,0,5
METER-0316,2024-03-01,HH-01562,Bangalore,24.52506894069363,14.328833280646169,34.145300080689324,411.9508567797423,16.626940682864248,4.0,1,18
METER-0475,2023-03-30,HH-00599,Mumbai,25.97683811965915,43.06754937074528,48.09301502801664,695.8287391444367,42.33255664936124,4.0,0,16
METER-0423,2024-04-28,HH-01332,Chennai,12.518967150941359,39.737387033958235,23.398956214436428,891.5553932395954,25.46655212272272,1.0,0,21
METER-0150,2024-01-13,HH-01907,Bangalore,35.718430387432974,26.960096181304312,28.010914785416112,858.2659828851773,15.573903036355016,2.0,0,21
METER-0377,2023-02-07,HH-00998,Delhi,22.495675356763446,26.711328144109046,32.13999747847151,285.66033184607613,38.26055652626928,1.0,1,6
METER-0313,2023-01-03,HH-00815,Mumbai,31.480651605021514,24.45510093862297,3.884289368946164,307.53181919084244,19.412461801818104,4.0,0,18
METER-0333,2023-01-11,HH-00420,Chennai,96.78872066551058,31.731465332397434,17.994996849297156,539.9100511600527,33.233209757503715,4.0,1,27
METER-0216,2024-05-12,HH-00353,Bangalore,43.15786664878546,5.785303398321629,9.105084859962659,701.8263951573357,15.67764329149908,5.0,1,6
METER-0272,2023-07-18,HH-00307,Bangalore,89.41214207556551,41.332285371672,15.382500350892231,815.8182760182866,41.849962811267844,1.0,1,13
METER-0251,2023-03-17,HH-00562,Chennai,6.248143795212585,3.165235514317838,41.03577370441148,409.10565853115156,16.6045934260463,2.0,1,13
METER-0289,2024-01-03,HH-00354,Delhi,35.152648283817115,33.569503447036055,41.10711132723563,616.9274583105894,17.67836655410737,4.0,0,27
METER-0459,2024-02-28,HH-00316,Delhi,34.55402198389905,16.855499429183247,10.355264470395841,242.00720365742836,26.285857589205342,7.0,0,20
